,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
3,2020-04-05,41.1,172,-1.1,▼,-16.0,-2.6,-42.0,7490.0,mesa_prime_set
80,2020-04-05,49.9,120,-4.0,▼,-13.0,-7.4,-36.0,3935.0,shedu_set
24,2020-04-05,190.3,85,-0.4,▼,23.0,-0.2,-26.0,4255.0,volt_prime_set
13,2020-04-05,136.4,114,-0.7,▼,23.0,-0.5,-23.0,6544.0,saryn_prime_set
2,2020-04-05,149.6,87,0.1,▲,6.0,0.1,-22.0,5053.0,rhino_prime_set
46,2020-04-05,119.9,40,-1.4,▼,-21.0,-1.2,-18.0,2715.0,aksomati_prime_set
16,2020-04-05,119.6,32,-0.2,▼,16.0,-0.2,-18.0,2770.0,mag_prime_set
57,2020-04-05,67.4,14,1.9,▲,12.0,2.9,-16.0,1536.0,vasto_prime_set
20,2020-04-05,139.0,39,-0.5,▼,11.0,-0.4,-16.0,3560.0,vauban_prime_set
5,2020-04-05,60.1,109,-1.1,▼,16.0,-1.8,-13.0,5650.0,limbo_prime_set
