,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
251,251,2020-09-20,358.7,23,1.4,▲,65.0,0.4,-10.0,7526.0,loki_prime_set
5,5,2020-09-20,22.3,62,-0.1,▼,0.0,-0.4,24.0,264.0,dethcube_prime_set
5,5,2020-09-20,102.3,4,2.2,▲,1.0,2.2,-8.0,52.0,wyrm_prime_set
5,5,2020-09-20,80.1,37,1.4,▲,5.0,1.8,-28.0,285.0,helios_prime_set
5,5,2020-09-20,70.0,42,1.1,▲,3.0,1.6,17.0,163.0,carrier_prime_set
75,75,2020-09-20,41.0,90,-0.5,▼,-31.0,-1.2,-32.0,11211.0,titania_prime_set
251,251,2020-09-20,35.4,97,0.3,▲,-24.0,0.9,-2.0,21487.0,equinox_prime_set
251,251,2020-09-20,163.8,75,1.0,▲,19.0,0.6,10.0,15490.0,rhino_prime_set
251,251,2020-09-20,35.3,178,0.1,▲,-26.0,0.3,-10.0,30671.0,mesa_prime_set
251,251,2020-09-20,169.8,57,1.0,▲,37.0,0.6,15.0,11191.0,ember_prime_set
251,251,2020-09-20,81.0,63,-0.1,▼,44.0,-0.1,4.0,15364.0,limbo_prime_set
251,251,2020-09-20,39.9,80,-0.5,▼,-71.0,-1.2,-52.0,34646.0,ivara_prime_set
251,251,2020-09-20,59.8,86,0.6,▲,11.0,1.0,2.0,21924.0,chroma_prime_set
251,251,2020-09-20,104.7,31,1.4,▲,19.0,1.4,-6.0,7899.0,nyx_prime_set
251,251,2020-09-20,172.8,54,1.2,▲,28.0,0.7,23.0,8754.0,frost_prime_set
251,251,2020-09-20,30.3,68,-0.2,▼,-39.0,-0.7,1.0,15328.0,trinity_prime_set
251,251,2020-09-20,88.3,58,0.9,▲,6.0,1.0,21.0,12441.0,hydroid_prime_set
251,251,2020-09-20,53.7,110,-0.5,▼,9.0,-0.9,4.0,17070.0,nova_prime_set
251,251,2020-09-20,158.2,82,0.4,▲,40.0,0.3,-36.0,21637.0,saryn_prime_set
251,251,2020-09-20,77.3,58,0.4,▲,46.0,0.5,-1.0,17016.0,mirage_prime_set
251,251,2020-09-20,93.4,48,0.1,▲,28.0,0.1,-8.0,11811.0,valkyr_prime_set
251,251,2020-09-20,140.0,36,0.1,▲,38.0,0.1,-4.0,9811.0,mag_prime_set
251,251,2020-09-20,140.0,64,0.6,▲,57.0,0.4,19.0,11833.0,ash_prime_set
251,251,2020-09-20,60.9,42,-0.9,▼,33.0,-1.5,-13.0,9045.0,zephyr_prime_set
251,251,2020-09-20,30.4,138,-0.5,▼,-44.0,-1.6,27.0,29376.0,wukong_prime_set
251,251,2020-09-20,165.2,52,1.4,▲,32.0,0.9,9.0,11720.0,vauban_prime_set
251,251,2020-09-20,84.8,35,1.3,▲,19.0,1.6,-10.0,9209.0,banshee_prime_set
251,251,2020-09-20,68.9,27,0.1,▲,-1.0,0.1,-12.0,10088.0,oberon_prime_set
251,251,2020-09-20,130.3,97,1.5,▲,0.0,1.2,29.0,18772.0,nekros_prime_set
251,251,2020-09-20,159.2,92,-0.6,▼,14.0,-0.4,34.0,15291.0,volt_prime_set
251,251,2020-09-20,34.1,101,-0.3,▼,-32.0,-0.9,20.0,23070.0,atlas_prime_set
68,68,2020-09-20,68.5,148,-0.6,▼,-34.0,-0.9,18.0,17630.0,inaros_prime_set
251,251,2020-09-20,50.1,27,0.1,▲,-57.0,0.2,-4.0,10778.0,baza_prime_set
5,5,2020-09-20,40.1,36,-0.3,▼,-2.0,-0.7,-1.0,140.0,stropha_set
5,5,2020-09-20,20.8,16,-0.2,▼,-1.0,-1.0,1.0,84.0,stahlta_set
75,75,2020-09-20,29.1,40,0.0,-,-8.0,0.0,11.0,2989.0,pangolin_prime_set
75,75,2020-09-20,51.2,44,-0.4,▼,-19.0,-0.8,-11.0,4710.0,corinth_prime_set
251,251,2020-09-20,78.4,10,1.0,▲,18.0,1.3,-5.0,3110.0,boar_prime_set
251,251,2020-09-20,58.1,15,-0.5,▼,13.0,-0.9,-1.0,3249.0,boltor_prime_set
251,251,2020-09-20,7.4,11,0.6,▲,-10.0,8.8,-6.0,5116.0,braton_prime_set
251,251,2020-09-20,5.4,10,-0.1,▼,0.0,-1.8,-2.0,3071.0,burston_prime_set
251,251,2020-09-20,50.8,23,0.1,▲,19.0,0.2,11.0,3523.0,cernos_prime_set
251,251,2020-09-20,62.2,16,0.5,▲,11.0,0.8,7.0,3188.0,latron_prime_set
251,251,2020-09-20,11.5,23,-0.4,▼,3.0,-3.4,4.0,4604.0,paris_prime_set
251,251,2020-09-20,55.8,87,1.1,▲,43.0,2.0,11.0,15667.0,rubico_prime_set
251,251,2020-09-20,33.9,37,-0.6,▼,-22.0,-1.7,4.0,7165.0,soma_prime_set
251,251,2020-09-20,12.2,38,-0.7,▼,-14.0,-5.4,2.0,6386.0,stradavar_prime_set
251,251,2020-09-20,29.6,18,0.2,▲,0.0,0.7,4.0,3703.0,sybaris_prime_set
251,251,2020-09-20,40.4,15,-0.2,▼,20.0,-0.5,6.0,4449.0,tiberon_prime_set
251,251,2020-09-20,41.1,14,-0.1,▼,7.0,-0.2,-4.0,5866.0,tigris_prime_set
251,251,2020-09-20,112.0,19,0.4,▲,28.0,0.4,-8.0,4872.0,vectis_prime_set
251,251,2020-09-20,23.7,21,0.0,-,-11.0,0.0,0.0,5713.0,zhuge_prime_set
251,251,2020-09-20,59.0,12,1.5,▲,23.0,2.6,5.0,3265.0,akbolto_prime_set
246,246,2020-09-20,17.2,6,0.2,▲,6.0,1.2,0.0,1396.0,akbronco_prime_set
251,251,2020-09-20,34.7,22,-0.1,▼,-7.0,-0.3,-2.0,6071.0,akjagara_prime_set
250,250,2020-09-20,59.8,5,0.9,▲,6.0,1.5,-10.0,2647.0,aklex_prime_set
251,251,2020-09-20,77.4,21,-1.6,▼,-42.0,-2.0,-7.0,8359.0,aksomati_prime_set
251,251,2020-09-20,98.0,12,0.1,▲,26.0,0.1,4.0,3556.0,akstiletto_prime_set
251,251,2020-09-20,85.5,12,0.5,▲,14.0,0.6,5.0,2340.0,akvasto_prime_set
251,251,2020-09-20,35.9,10,1.0,▲,21.0,2.9,-3.0,3537.0,ballistica_prime_set
251,251,2020-09-20,13.1,34,0.0,-,6.0,0.0,9.0,4881.0,bronco_prime_set
251,251,2020-09-20,70.7,12,0.0,-,16.0,0.0,-2.0,3836.0,euphona_prime_set
251,251,2020-09-20,62.1,13,0.5,▲,3.0,0.8,0.0,2841.0,hikou_prime_set
251,251,2020-09-20,8.6,25,0.0,-,-14.0,0.0,0.0,5800.0,lex_prime_set
251,251,2020-09-20,41.2,37,0.0,-,38.0,0.0,-1.0,9072.0,pyrana_prime_set
251,251,2020-09-20,66.6,7,1.0,▲,25.0,1.5,-2.0,2594.0,sicarus_prime_set
251,251,2020-09-20,119.3,7,1.1,▲,16.0,0.9,-1.0,2152.0,spira_prime_set
251,251,2020-09-20,14.2,35,-0.2,▼,-31.0,-1.4,-4.0,6395.0,vasto_prime_set
250,250,2020-09-20,93.9,11,0.1,▲,56.0,0.1,7.0,1996.0,ankyros_prime_set
251,251,2020-09-20,40.2,12,0.5,▲,18.0,1.3,3.0,4448.0,dakra_prime_set
251,251,2020-09-20,30.1,15,0.0,-,20.0,0.0,-13.0,5119.0,destreza_prime_set
251,251,2020-09-20,57.4,17,-1.1,▼,-29.0,-1.9,5.0,3787.0,dual_kamas_prime_set
251,251,2020-09-20,12.6,11,0.2,▲,-8.0,1.6,-2.0,2773.0,fang_prime_set
