,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
27,2020-08-09,94.6,225,-4.0,▼,-8.0,-4.1,-98.0,9853.0,inaros_prime_set
1,2020-08-09,51.7,217,-1.1,▼,-7.0,-2.1,7.0,4834.0,titania_prime_set
20,2020-08-09,42.0,210,0.6,▲,-40.0,1.4,15.0,23214.0,wukong_prime_set
240,2020-08-09,44.9,202,-0.1,▼,25.0,-0.2,69.0,17522.0,arcane_grace
4,2020-08-09,36.5,198,-0.5,▼,-23.0,-1.4,-5.0,22847.0,mesa_prime_set
26,2020-08-09,34.7,171,-0.5,▼,-26.0,-1.4,47.0,19006.0,atlas_prime_set
239,2020-08-09,43.8,155,0.3,▲,50.0,0.7,-101.0,26511.0,arcane_energize
7,2020-08-09,47.1,151,-0.5,▼,-54.0,-1.1,-29.0,28381.0,ivara_prime_set
14,2020-08-09,150.8,119,-0.6,▼,38.0,-0.4,31.0,17309.0,saryn_prime_set
2,2020-08-09,34.5,117,-0.2,▼,-21.0,-0.6,5.0,17373.0,equinox_prime_set
