,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
12,2020-11-20,34.2,75,-0.8,▼,-84.0,-2.3,-4.0,39395.0,ivara_prime_set
33,2020-11-20,40.0,14,-0.4,▼,-72.0,-1.0,-14.0,12296.0,baza_prime_set
59,2020-11-20,50.1,17,-1.6,▼,-67.0,-3.1,-3.0,9672.0,aksomati_prime_set
32,2020-11-20,57.7,102,-1.1,▼,-53.0,-1.9,21.0,24099.0,inaros_prime_set
6,2020-11-20,30.6,44,0.0,-,-50.0,0.0,-34.0,16045.0,titania_prime_set
106,2020-11-20,48.5,22,-2.0,▼,-42.0,-4.0,-3.0,6577.0,panthera_prime_set
25,2020-11-20,32.8,83,-0.7,▼,-40.0,-2.1,-23.0,35389.0,wukong_prime_set
7,2020-11-20,31.0,88,-0.7,▼,-33.0,-2.2,-4.0,26266.0,equinox_prime_set
31,2020-11-20,34.1,48,0.2,▲,-32.0,0.6,-5.0,26617.0,atlas_prime_set
39,2020-11-20,39.0,32,-0.6,▼,-31.0,-1.5,-4.0,6971.0,corinth_prime_set
