,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
208,2020-09-02,31.7,93,3.7,▲,2.0,13.2,31.0,533.0,critical_focus
236,2020-09-02,149.5,11,16.6,▲,5.0,12.5,0.0,39.0,necramech_seismic_wave
167,2020-09-02,96.8,25,7.3,▲,6.0,8.2,-20.0,287.0,primed_rubedo_lined_barrel
210,2020-09-02,47.1,67,3.0,▲,8.0,6.8,14.0,527.0,dual_rounds
499,2020-09-02,31.8,28,1.6,▲,12.0,5.3,-9.0,2924.0,voltaic_strike
29,2020-09-02,32.7,25,1.5,▲,0.0,4.8,-30.0,2365.0,pangolin_prime_set
154,2020-09-02,31.9,18,1.4,▲,35.0,4.6,7.0,1673.0,rejuvenation
441,2020-09-02,58.7,26,2.5,▲,8.0,4.4,11.0,1349.0,primed_heated_charge
383,2020-09-02,36.0,23,1.2,▲,2.0,3.4,4.0,2316.0,blaze
135,2020-09-02,30.7,10,0.9,▲,-10.0,3.0,-1.0,2317.0,sancti_magistar
