,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
1,2020-08-28,47.4,165,1.6,▲,-17.0,3.5,-33.0,7737.0,titania_prime_set
25,2020-08-28,163.5,59,0.7,▲,10.0,0.4,-26.0,13393.0,volt_prime_set
82,2020-08-28,31.3,11,0.1,▲,-5.0,0.3,-23.0,3660.0,tipedo_prime_set
483,2020-08-28,37.1,201,-21.7,▼,34.0,-36.9,-19.0,8495.0,weeping_wounds
338,2020-08-28,92.0,20,1.0,▲,33.0,1.1,-13.0,2080.0,primed_cryo_rounds
84,2020-08-28,73.5,46,1.3,▲,13.0,1.8,-12.0,12571.0,shedu_set
23,2020-08-28,63.9,30,0.2,▲,-3.0,0.3,-12.0,9103.0,oberon_prime_set
9,2020-08-28,98.5,24,-0.1,▼,15.0,-0.1,-11.0,7120.0,nyx_prime_set
81,2020-08-28,42.3,16,-0.9,▼,-20.0,-2.1,-10.0,4196.0,tekko_prime_set
135,2020-08-28,38.5,10,-0.5,▼,6.0,-1.3,-9.0,2359.0,secura_lecta
