,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
123,123,2020-05-15,291.8,40,0.0,-,23.0,0.0,8.0,3839.0,loki_prime_set
123,123,2020-05-15,31.8,105,-2.5,▼,-19.0,-7.3,18.0,10088.0,equinox_prime_set
123,123,2020-05-15,159.3,58,0.1,▲,15.0,0.1,-24.0,7881.0,rhino_prime_set
123,123,2020-05-15,35.2,154,0.1,▲,-27.0,0.3,24.0,12723.0,mesa_prime_set
123,123,2020-05-15,155.3,58,-0.3,▼,28.0,-0.2,-10.0,5233.0,ember_prime_set
123,123,2020-05-15,66.4,65,0.9,▲,23.0,1.4,2.0,8569.0,limbo_prime_set
123,123,2020-05-15,50.2,180,0.0,-,-50.0,0.0,70.0,17867.0,ivara_prime_set
123,123,2020-05-15,32.8,64,0.5,▲,-19.0,1.5,-55.0,10123.0,chroma_prime_set
123,123,2020-05-15,92.0,39,1.3,▲,9.0,1.4,4.0,3780.0,nyx_prime_set
123,123,2020-05-15,174.3,49,-0.6,▼,31.0,-0.3,14.0,4377.0,frost_prime_set
123,123,2020-05-15,111.4,53,1.0,▲,13.0,0.9,-20.0,6751.0,trinity_prime_set
123,123,2020-05-15,92.5,75,0.0,-,7.0,0.0,25.0,6544.0,hydroid_prime_set
123,123,2020-05-15,158.0,79,0.0,-,40.0,0.0,6.0,6863.0,nova_prime_set
123,123,2020-05-15,148.3,63,0.2,▲,34.0,0.1,-38.0,10352.0,saryn_prime_set
123,123,2020-05-15,70.2,109,0.0,-,33.0,0.0,28.0,7897.0,mirage_prime_set
123,123,2020-05-15,91.9,46,0.9,▲,24.0,1.0,-14.0,5511.0,valkyr_prime_set
123,123,2020-05-15,122.5,47,0.9,▲,13.0,0.7,-3.0,4540.0,mag_prime_set
123,123,2020-05-15,112.7,65,2.5,▲,36.0,2.3,-5.0,5528.0,ash_prime_set
123,123,2020-05-15,54.7,55,1.0,▲,30.0,1.9,14.0,4493.0,zephyr_prime_set
123,123,2020-05-15,34.0,102,0.0,-,-38.0,0.0,-5.0,13286.0,wukong_prime_set
123,123,2020-05-15,164.5,51,1.0,▲,30.0,0.6,-20.0,5632.0,vauban_prime_set
123,123,2020-05-15,83.2,47,1.4,▲,10.0,1.7,20.0,4280.0,banshee_prime_set
123,123,2020-05-15,39.7,35,0.2,▲,-24.0,0.5,0.0,4879.0,oberon_prime_set
123,123,2020-05-15,78.7,70,0.3,▲,-41.0,0.4,-53.0,8722.0,nekros_prime_set
123,123,2020-05-15,189.6,43,-0.3,▼,24.0,-0.2,-15.0,7001.0,volt_prime_set
123,123,2020-05-15,30.3,142,1.0,▲,-28.0,3.4,63.0,11849.0,atlas_prime_set
123,123,2020-05-15,52.0,53,0.9,▲,-36.0,1.8,1.0,5620.0,baza_prime_set
123,123,2020-05-15,65.9,22,0.0,-,8.0,0.0,9.0,1527.0,boar_prime_set
123,123,2020-05-15,45.9,18,0.4,▲,-6.0,0.9,6.0,1550.0,boltor_prime_set
123,123,2020-05-15,7.2,31,-0.2,▼,0.0,-2.7,11.0,2646.0,braton_prime_set
123,123,2020-05-15,7.7,17,0.0,-,3.0,0.0,7.0,1357.0,burston_prime_set
123,123,2020-05-15,50.6,23,0.5,▲,12.0,1.0,4.0,1717.0,cernos_prime_set
123,123,2020-05-15,55.1,20,1.4,▲,2.0,2.6,-1.0,1478.0,latron_prime_set
123,123,2020-05-15,8.2,20,0.2,▲,-9.0,2.5,0.0,2320.0,paris_prime_set
123,123,2020-05-15,19.4,46,0.0,-,-1.0,0.0,-2.0,6518.0,rubico_prime_set
123,123,2020-05-15,86.3,17,-0.8,▼,12.0,-0.9,2.0,2757.0,soma_prime_set
123,123,2020-05-15,14.4,29,-0.3,▼,-12.0,-2.0,-4.0,2706.0,stradavar_prime_set
123,123,2020-05-15,20.0,28,-1.0,▼,-21.0,-4.8,1.0,1767.0,sybaris_prime_set
123,123,2020-05-15,37.9,18,0.0,-,12.0,0.0,2.0,2230.0,tiberon_prime_set
123,123,2020-05-15,25.7,24,-0.2,▼,-18.0,-0.8,-12.0,2923.0,tigris_prime_set
