,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
116,2020-07-17,63.8,89,-4.1,▼,8.0,-6.0,73.0,783.0,prisma_grakata
4,2020-07-17,38.6,128,-0.3,▼,-20.0,-0.8,46.0,19401.0,mesa_prime_set
30,2020-07-17,57.1,87,-1.2,▼,2.0,-2.1,36.0,524.0,corinth_prime_set
382,2020-07-17,68.7,34,-21.9,▼,-1.0,-24.2,31.0,63.0,primed_smite_corrupted
383,2020-07-17,66.7,32,-23.5,▼,2.0,-26.1,30.0,66.0,primed_smite_grineer
121,2020-07-17,64.4,35,-6.1,▼,5.0,-8.7,30.0,915.0,mara_detron
23,2020-07-17,52.7,51,4.2,▲,-15.0,8.7,28.0,7487.0,oberon_prime_set
18,2020-07-17,132.8,67,1.8,▲,57.0,1.4,24.0,8356.0,ash_prime_set
50,2020-07-17,78.8,41,0.8,▲,-36.0,1.0,23.0,6293.0,aksomati_prime_set
381,2020-07-17,87.6,25,-41.6,▼,2.0,-32.2,22.0,49.0,primed_smite_corpus
