,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,18,2020-02-29,49.6,43,0.0,-,22.0,0.0,22.0,1392.0,zephyr_prime_set
1,14,2020-02-29,65.8,62,0.1,▲,19.0,0.2,15.0,2397.0,mirage_prime_set
2,59,2020-02-29,42.9,20,0.5,▲,19.0,1.2,-4.0,828.0,dakra_prime_set
3,13,2020-02-29,130.3,65,-0.5,▼,19.0,-0.4,-17.0,3224.0,saryn_prime_set
4,68,2020-02-29,83.8,26,-2.0,▼,17.0,-2.3,13.0,875.0,kronen_prime_set
5,9,2020-02-29,164.7,12,0.1,▲,17.0,0.1,-19.0,1388.0,frost_prime_set
6,10,2020-02-29,119.4,25,0.6,▲,17.0,0.5,-11.0,1992.0,trinity_prime_set
7,38,2020-02-29,36.5,17,0.4,▲,16.0,1.1,-3.0,871.0,tiberon_prime_set
8,16,2020-02-29,113.0,34,1.0,▲,16.0,0.9,10.0,1346.0,mag_prime_set
9,12,2020-02-29,128.7,47,0.5,▲,16.0,0.4,4.0,1906.0,nova_prime_set
