,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
19,2020-06-26,35.4,102,3.2,▲,-38.0,9.9,-21.0,17988.0,wukong_prime_set
3,2020-06-26,36.3,98,0.0,-,-26.0,0.0,-22.0,17507.0,mesa_prime_set
6,2020-06-26,48.0,90,-0.7,▼,-50.0,-1.4,-7.0,23248.0,ivara_prime_set
7,2020-06-26,33.4,80,0.8,▲,-21.0,2.5,-11.0,14331.0,chroma_prime_set
220,2020-06-26,30.5,79,0.3,▲,23.0,1.0,-94.0,19568.0,arcane_energize
12,2020-06-26,58.2,76,-0.7,▼,10.0,-1.2,2.0,9966.0,nova_prime_set
23,2020-06-26,87.2,75,1.1,▲,-44.0,1.3,24.0,12555.0,nekros_prime_set
1,2020-06-26,30.2,69,-0.1,▼,-24.0,-0.3,24.0,13811.0,equinox_prime_set
14,2020-06-26,72.6,56,0.2,▲,35.0,0.3,22.0,10743.0,mirage_prime_set
24,2020-06-26,199.8,55,0.6,▲,29.0,0.3,-4.0,9060.0,volt_prime_set
