,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-07-14,47.9,106,0.5,▲,-46.0,1.1,15.0,25013.0,ivara_prime_set
231,2020-07-14,35.0,135,0.1,▲,35.0,0.3,24.0,21720.0,arcane_energize
20,2020-07-14,32.0,115,0.0,-,-38.0,0.0,-1.0,19832.0,wukong_prime_set
4,2020-07-14,38.1,82,0.2,▲,-20.0,0.5,23.0,19100.0,mesa_prime_set
8,2020-07-14,46.1,70,0.4,▲,-7.0,0.9,-7.0,16106.0,chroma_prime_set
2,2020-07-14,34.2,45,0.6,▲,-19.0,1.8,-13.0,15003.0,equinox_prime_set
14,2020-07-14,149.8,94,0.0,-,40.0,0.0,34.0,14931.0,saryn_prime_set
232,2020-07-14,35.8,124,1.1,▲,19.0,3.2,62.0,13893.0,arcane_grace
24,2020-07-14,95.8,57,1.3,▲,-33.0,1.4,-24.0,13677.0,nekros_prime_set
15,2020-07-14,73.6,48,0.5,▲,36.0,0.7,-13.0,11781.0,mirage_prime_set
