,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
183,183,2020-07-14,339.3,31,0.5,▲,48.0,0.1,12.0,5421.0,loki_prime_set
7,7,2020-07-14,69.0,135,-0.8,▼,3.0,-1.1,67.0,757.0,titania_prime_set
183,183,2020-07-14,34.2,45,0.6,▲,-19.0,1.8,-13.0,15003.0,equinox_prime_set
183,183,2020-07-14,158.5,66,0.5,▲,10.0,0.3,39.0,11104.0,rhino_prime_set
183,183,2020-07-14,38.1,82,0.2,▲,-20.0,0.5,23.0,19100.0,mesa_prime_set
183,183,2020-07-14,165.9,37,-1.1,▼,31.0,-0.7,8.0,7762.0,ember_prime_set
183,183,2020-07-14,71.5,54,0.4,▲,39.0,0.6,12.0,11419.0,limbo_prime_set
183,183,2020-07-14,47.9,106,0.5,▲,-46.0,1.1,15.0,25013.0,ivara_prime_set
183,183,2020-07-14,46.1,70,0.4,▲,-7.0,0.9,-7.0,16106.0,chroma_prime_set
183,183,2020-07-14,98.8,55,4.2,▲,15.0,4.4,20.0,5557.0,nyx_prime_set
183,183,2020-07-14,179.2,35,1.5,▲,34.0,0.8,16.0,6281.0,frost_prime_set
183,183,2020-07-14,40.0,70,1.8,▲,-13.0,4.7,12.0,10416.0,trinity_prime_set
183,183,2020-07-14,92.6,40,1.1,▲,10.0,1.2,-19.0,9523.0,hydroid_prime_set
183,183,2020-07-14,58.0,80,0.0,-,14.0,0.0,32.0,11165.0,nova_prime_set
183,183,2020-07-14,149.8,94,0.0,-,40.0,0.0,34.0,14931.0,saryn_prime_set
183,183,2020-07-14,73.6,48,0.5,▲,36.0,0.7,-13.0,11781.0,mirage_prime_set
183,183,2020-07-14,92.1,69,0.1,▲,25.0,0.1,11.0,8298.0,valkyr_prime_set
183,183,2020-07-14,139.1,40,0.2,▲,29.0,0.1,8.0,6749.0,mag_prime_set
183,183,2020-07-14,128.1,66,0.1,▲,54.0,0.1,17.0,8206.0,ash_prime_set
183,183,2020-07-14,59.0,18,0.1,▲,33.0,0.2,-6.0,6313.0,zephyr_prime_set
183,183,2020-07-14,32.0,115,0.0,-,-38.0,0.0,-1.0,19832.0,wukong_prime_set
183,183,2020-07-14,159.5,47,0.9,▲,28.0,0.6,7.0,8248.0,vauban_prime_set
183,183,2020-07-14,89.5,35,-0.1,▼,21.0,-0.1,4.0,6324.0,banshee_prime_set
183,183,2020-07-14,47.8,52,0.3,▲,-16.0,0.6,32.0,7380.0,oberon_prime_set
183,183,2020-07-14,95.8,57,1.3,▲,-33.0,1.4,-24.0,13677.0,nekros_prime_set
183,183,2020-07-14,186.6,57,-2.5,▼,21.0,-1.3,-42.0,10033.0,volt_prime_set
183,183,2020-07-14,29.3,71,0.6,▲,-27.0,2.1,-29.0,16551.0,atlas_prime_set
0,0,2020-07-14,,388,0.0,-,0.0,0.0,0.0,0.0,inaros_prime_set
183,183,2020-07-14,50.0,42,0.1,▲,-45.0,0.2,16.0,7947.0,baza_prime_set
7,7,2020-07-14,32.8,30,0.6,▲,4.0,1.9,-5.0,250.0,pangolin_prime_set
7,7,2020-07-14,57.6,44,0.3,▲,3.0,0.5,11.0,329.0,corinth_prime_set
183,183,2020-07-14,76.8,12,3.5,▲,17.0,4.8,6.0,2214.0,boar_prime_set
183,183,2020-07-14,51.1,11,1.0,▲,-4.0,2.0,1.0,2222.0,boltor_prime_set
183,183,2020-07-14,9.5,21,0.4,▲,2.0,4.4,5.0,3793.0,braton_prime_set
183,183,2020-07-14,8.2,10,0.1,▲,5.0,1.2,-5.0,2038.0,burston_prime_set
183,183,2020-07-14,54.4,13,0.1,▲,16.0,0.2,2.0,2522.0,cernos_prime_set
183,183,2020-07-14,56.3,12,-1.8,▼,7.0,-3.1,-8.0,2263.0,latron_prime_set
183,183,2020-07-14,11.5,12,0.5,▲,-1.0,4.5,-2.0,3437.0,paris_prime_set
183,183,2020-07-14,32.7,75,1.3,▲,16.0,4.1,0.0,10318.0,rubico_prime_set
183,183,2020-07-14,43.0,21,-0.1,▼,-17.0,-0.2,6.0,4524.0,soma_prime_set
183,183,2020-07-14,15.7,25,0.2,▲,-5.0,1.3,-20.0,4441.0,stradavar_prime_set
183,183,2020-07-14,24.9,16,1.0,▲,-4.0,4.2,4.0,2689.0,sybaris_prime_set
183,183,2020-07-14,43.7,13,0.5,▲,20.0,1.2,-2.0,3162.0,tiberon_prime_set
183,183,2020-07-14,34.0,23,0.5,▲,-1.0,1.5,-2.0,4244.0,tigris_prime_set
183,183,2020-07-14,95.4,37,0.5,▲,17.0,0.5,9.0,3443.0,vectis_prime_set
183,183,2020-07-14,25.7,25,-0.4,▼,-9.0,-1.5,7.0,4168.0,zhuge_prime_set
183,183,2020-07-14,54.2,20,-1.2,▼,17.0,-2.2,10.0,2355.0,akbolto_prime_set
178,178,2020-07-14,11.4,8,-0.9,▼,-3.0,-7.3,2.0,947.0,akbronco_prime_set
183,183,2020-07-14,32.7,26,0.7,▲,-6.0,2.2,2.0,4149.0,akjagara_prime_set
182,182,2020-07-14,38.9,6,-0.1,▼,-10.0,-0.3,-2.0,1882.0,aklex_prime_set
