,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
207,207,2020-08-07,350.4,38,-0.7,▼,61.0,-0.2,14.0,6028.0,loki_prime_set
31,31,2020-08-07,54.4,176,0.5,▲,-5.0,0.9,11.0,4407.0,titania_prime_set
207,207,2020-08-07,34.7,138,0.2,▲,-20.0,0.6,32.0,17144.0,equinox_prime_set
207,207,2020-08-07,157.2,65,0.6,▲,9.0,0.4,-14.0,12441.0,rhino_prime_set
207,207,2020-08-07,36.5,179,0.2,▲,-23.0,0.6,-1.0,22446.0,mesa_prime_set
207,207,2020-08-07,162.8,58,-1.0,▼,28.0,-0.6,-5.0,8822.0,ember_prime_set
207,207,2020-08-07,73.3,54,0.1,▲,38.0,0.1,4.0,12634.0,limbo_prime_set
207,207,2020-08-07,47.7,161,0.2,▲,-52.0,0.4,10.0,28050.0,ivara_prime_set
207,207,2020-08-07,41.7,102,0.8,▲,-14.0,2.0,17.0,17830.0,chroma_prime_set
207,207,2020-08-07,100.7,45,0.5,▲,20.0,0.5,5.0,6356.0,nyx_prime_set
207,207,2020-08-07,176.4,34,-0.4,▼,26.0,-0.2,-6.0,7060.0,frost_prime_set
207,207,2020-08-07,45.2,53,0.0,-,-15.0,0.0,4.0,11907.0,trinity_prime_set
207,207,2020-08-07,80.1,46,-1.0,▼,1.0,-1.2,25.0,10447.0,hydroid_prime_set
207,207,2020-08-07,60.4,88,0.4,▲,21.0,0.7,-27.0,12800.0,nova_prime_set
207,207,2020-08-07,151.4,96,1.3,▲,39.0,0.9,11.0,17102.0,saryn_prime_set
207,207,2020-08-07,72.7,64,-0.8,▼,38.0,-1.1,4.0,13403.0,mirage_prime_set
207,207,2020-08-07,93.5,57,-0.8,▼,30.0,-0.8,5.0,9375.0,valkyr_prime_set
207,207,2020-08-07,142.5,42,0.5,▲,35.0,0.4,-7.0,7716.0,mag_prime_set
207,207,2020-08-07,146.0,34,1.8,▲,65.0,1.2,-21.0,9446.0,ash_prime_set
207,207,2020-08-07,59.7,56,-0.1,▼,37.0,-0.2,18.0,7177.0,zephyr_prime_set
207,207,2020-08-07,38.5,174,4.3,▲,-42.0,12.6,-12.0,22809.0,wukong_prime_set
207,207,2020-08-07,166.2,42,-1.0,▼,35.0,-0.6,-2.0,9308.0,vauban_prime_set
207,207,2020-08-07,91.3,55,0.1,▲,24.0,0.1,9.0,7271.0,banshee_prime_set
207,207,2020-08-07,58.2,29,-0.2,▼,-8.0,-0.3,-16.0,8238.0,oberon_prime_set
207,207,2020-08-07,106.3,73,1.5,▲,-21.0,1.4,-3.0,15201.0,nekros_prime_set
207,207,2020-08-07,161.4,94,-1.0,▼,7.0,-0.6,-11.0,11831.0,volt_prime_set
207,207,2020-08-07,35.5,140,0.9,▲,-24.0,2.6,28.0,18711.0,atlas_prime_set
24,24,2020-08-07,104.9,258,-5.8,▼,-6.0,-5.2,63.0,9305.0,inaros_prime_set
207,207,2020-08-07,51.6,49,2.2,▲,-52.0,4.5,0.0,8971.0,baza_prime_set
31,31,2020-08-07,36.8,52,0.3,▲,3.0,0.8,5.0,1254.0,pangolin_prime_set
31,31,2020-08-07,70.0,62,3.0,▲,-3.0,4.5,-2.0,1814.0,corinth_prime_set
207,207,2020-08-07,77.4,17,0.5,▲,16.0,0.7,2.0,2529.0,boar_prime_set
207,207,2020-08-07,56.8,17,0.9,▲,8.0,1.6,-3.0,2581.0,boltor_prime_set
207,207,2020-08-07,8.0,26,-0.2,▼,-5.0,-2.4,8.0,4272.0,braton_prime_set
207,207,2020-08-07,8.2,22,-0.1,▼,7.0,-1.2,9.0,2380.0,burston_prime_set
207,207,2020-08-07,61.5,11,-0.4,▼,22.0,-0.6,-9.0,2849.0,cernos_prime_set
207,207,2020-08-07,62.9,19,-0.2,▼,11.0,-0.3,0.0,2599.0,latron_prime_set
207,207,2020-08-07,10.1,12,-0.3,▼,-1.0,-2.9,-1.0,3856.0,paris_prime_set
207,207,2020-08-07,36.5,59,0.9,▲,17.0,2.5,9.0,11801.0,rubico_prime_set
207,207,2020-08-07,38.0,26,-0.1,▼,-19.0,-0.3,-19.0,5239.0,soma_prime_set
207,207,2020-08-07,16.1,30,-0.4,▼,-8.0,-2.4,9.0,5276.0,stradavar_prime_set
207,207,2020-08-07,31.2,14,-0.2,▼,0.0,-0.6,-3.0,3010.0,sybaris_prime_set
207,207,2020-08-07,43.7,26,0.7,▲,20.0,1.6,11.0,3602.0,tiberon_prime_set
207,207,2020-08-07,39.4,26,0.1,▲,6.0,0.3,5.0,4733.0,tigris_prime_set
207,207,2020-08-07,109.6,28,0.7,▲,30.0,0.6,10.0,3922.0,vectis_prime_set
207,207,2020-08-07,27.9,20,0.1,▲,-6.0,0.4,2.0,4734.0,zhuge_prime_set
207,207,2020-08-07,57.9,12,1.3,▲,21.0,2.3,-11.0,2641.0,akbolto_prime_set
202,202,2020-08-07,13.5,6,0.0,-,-2.0,0.0,-2.0,1086.0,akbronco_prime_set
207,207,2020-08-07,36.2,28,-0.5,▼,-7.0,-1.4,-5.0,4808.0,akjagara_prime_set
206,206,2020-08-07,49.2,12,0.1,▲,-3.0,0.2,5.0,2162.0,aklex_prime_set
207,207,2020-08-07,80.9,35,1.9,▲,-35.0,2.4,9.0,6943.0,aksomati_prime_set
207,207,2020-08-07,94.1,19,0.5,▲,18.0,0.5,0.0,2939.0,akstiletto_prime_set
