,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
139,2021-01-06,56.4,25,-4.7,▼,6.0,-7.7,23.0,1092.0,quanta_vandal
27,2021-01-06,50.0,45,-2.0,▼,20.0,-3.8,30.0,12355.0,banshee_prime_set
64,2021-01-06,32.5,14,-1.2,▼,5.0,-3.6,0.0,5208.0,euphona_prime_set
33,2021-01-06,38.9,23,-0.9,▼,-80.0,-2.3,7.0,13311.0,baza_prime_set
3,2021-01-06,55.2,32,-1.2,▼,-5.0,-2.1,10.0,3836.0,helios_prime_set
412,2021-01-06,45.1,16,-0.8,▼,-4.0,-1.7,8.0,3602.0,shell_shock
256,2021-01-06,31.3,61,-0.5,▼,-10.0,-1.6,-30.0,5012.0,necramech_streamline
61,2021-01-06,124.7,11,-1.9,▼,33.0,-1.5,6.0,3256.0,akvasto_prime_set
16,2021-01-06,54.0,47,-0.8,▼,-6.0,-1.5,16.0,21076.0,trinity_prime_set
55,2021-01-06,57.7,11,-0.9,▼,16.0,-1.5,-3.0,4423.0,akbolto_prime_set
