,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
12,2021-01-06,34.3,65,-0.4,▼,-81.0,-1.2,-9.0,42698.0,ivara_prime_set
33,2021-01-06,38.9,23,-0.9,▼,-80.0,-2.3,7.0,13311.0,baza_prime_set
59,2021-01-06,53.9,19,0.4,▲,-65.0,0.7,-7.0,10586.0,aksomati_prime_set
32,2021-01-06,59.2,74,-0.4,▼,-50.0,-0.7,25.0,27986.0,inaros_prime_set
105,2021-01-06,46.8,23,0.0,-,-38.0,0.0,8.0,7680.0,panthera_prime_set
25,2021-01-06,35.8,123,-0.1,▼,-36.0,-0.3,56.0,39746.0,wukong_prime_set
7,2021-01-06,35.4,56,0.0,-,-33.0,0.0,1.0,30151.0,equinox_prime_set
39,2021-01-06,39.7,31,-0.1,▼,-28.0,-0.3,-1.0,8392.0,corinth_prime_set
31,2021-01-06,35.9,44,0.5,▲,-27.0,1.4,9.0,28832.0,atlas_prime_set
5,2021-01-06,65.5,122,-0.5,▼,-27.0,-0.8,18.0,12699.0,nezha_prime_set
