,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-08-20,43.8,135,-0.9,▼,-60.0,-2.0,3.0,29943.0,ivara_prime_set
28,2020-08-20,47.9,36,1.5,▲,-56.0,3.2,-9.0,9517.0,baza_prime_set
20,2020-08-20,34.0,105,-2.0,▼,-43.0,-5.6,9.0,24575.0,wukong_prime_set
50,2020-08-20,79.8,20,-1.0,▼,-39.0,-1.2,2.0,7372.0,aksomati_prime_set
26,2020-08-20,33.9,98,-0.4,▼,-29.0,-1.2,17.0,20096.0,atlas_prime_set
4,2020-08-20,34.8,119,0.0,-,-25.0,0.0,-30.0,24647.0,mesa_prime_set
11,2020-08-20,36.8,85,0.0,-,-23.0,0.0,-1.0,12884.0,trinity_prime_set
39,2020-08-20,35.8,51,-0.3,▼,-22.0,-0.8,17.0,5713.0,soma_prime_set
2,2020-08-20,34.5,112,0.1,▲,-20.0,0.3,47.0,18465.0,equinox_prime_set
81,2020-08-20,45.1,19,-1.4,▼,-18.0,-3.0,2.0,4021.0,tekko_prime_set
