,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
11,2020-09-27,40.0,128,0.0,-,-71.0,0.0,35.0,35361.0,ivara_prime_set
32,2020-09-27,47.5,41,-0.6,▼,-63.0,-1.2,9.0,10973.0,baza_prime_set
56,2020-09-27,75.2,27,0.0,-,-42.0,0.0,-2.0,8546.0,aksomati_prime_set
24,2020-09-27,31.5,153,-0.1,▼,-42.0,-0.3,7.0,30312.0,wukong_prime_set
31,2020-09-27,62.8,118,-0.6,▼,-41.0,-0.9,-35.0,18598.0,inaros_prime_set
103,2020-09-27,48.1,30,-0.2,▼,-38.0,-0.4,-8.0,5140.0,panthera_prime_set
15,2020-09-27,35.9,135,1.2,▲,-36.0,3.5,55.0,16082.0,trinity_prime_set
5,2020-09-27,39.7,120,0.0,-,-34.0,0.0,46.0,11910.0,titania_prime_set
104,2020-09-27,37.1,46,-0.2,▼,-29.0,-0.5,-5.0,5711.0,karyst_prime_set
8,2020-09-27,34.9,203,-0.3,▼,-29.0,-0.9,79.0,31852.0,mesa_prime_set
