,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
332,2020-09-27,59.8,235,0.4,▲,81.0,0.7,63.0,35963.0,arcane_energize
8,2020-09-27,34.9,203,-0.3,▼,-29.0,-0.9,79.0,31852.0,mesa_prime_set
106,2020-09-27,34.2,199,0.1,▲,1.0,0.3,13.0,1147.0,melee_riven_mod_(veiled)
333,2020-09-27,48.1,165,-0.5,▼,33.0,-1.0,49.0,23492.0,arcane_grace
24,2020-09-27,31.5,153,-0.1,▼,-42.0,-0.3,7.0,30312.0,wukong_prime_set
15,2020-09-27,35.9,135,1.2,▲,-36.0,3.5,55.0,16082.0,trinity_prime_set
17,2020-09-27,59.5,132,1.1,▲,12.0,1.9,28.0,17797.0,nova_prime_set
11,2020-09-27,40.0,128,0.0,-,-71.0,0.0,35.0,35361.0,ivara_prime_set
5,2020-09-27,39.7,120,0.0,-,-34.0,0.0,46.0,11910.0,titania_prime_set
44,2020-09-27,63.5,118,-0.6,▼,48.0,-0.9,6.0,16238.0,rubico_prime_set
