,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
328,2021-01-18,35.6,250,0.8,▲,89.0,2.3,6.0,53321.0,arcane_energize
329,2021-01-18,38.3,233,0.7,▲,22.0,1.9,110.0,32954.0,arcane_grace
111,2021-01-18,30.2,131,0.2,▲,-10.0,0.7,10.0,20292.0,melee_riven_mod_(veiled)
7,2021-01-18,30.3,90,-0.3,▼,-33.0,-1.0,27.0,31102.0,equinox_prime_set
19,2021-01-18,170.8,86,0.9,▲,62.0,0.5,44.0,29243.0,saryn_prime_set
32,2021-01-18,53.0,82,0.2,▲,-58.0,0.4,4.0,28823.0,inaros_prime_set
9,2021-01-18,58.5,76,-0.7,▼,-3.0,-1.2,-7.0,43926.0,mesa_prime_set
5,2021-01-18,58.1,63,0.0,-,-36.0,0.0,-21.0,13898.0,nezha_prime_set
25,2021-01-18,36.6,63,0.4,▲,-35.0,1.1,-67.0,40973.0,wukong_prime_set
110,2021-01-18,82.3,55,1.2,▲,7.0,1.5,23.0,481.0,ceti_lacera_blueprint
