,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
3,2020-04-28,39.5,122,0.2,▲,-21.0,0.5,-5.0,10555.0,mesa_prime_set
369,2020-04-28,31.7,115,-0.8,▼,-1.0,-2.5,-3.0,115.0,condition_overload
25,2020-04-28,31.3,114,0.5,▲,-24.0,1.6,45.0,10167.0,atlas_prime_set
1,2020-04-28,34.6,113,-0.2,▼,-17.0,-0.6,44.0,8375.0,equinox_prime_set
19,2020-04-28,32.6,89,0.0,-,-36.0,0.0,-77.0,11301.0,wukong_prime_set
6,2020-04-28,55.8,88,-0.1,▼,-50.0,-0.2,-58.0,15509.0,ivara_prime_set
23,2020-04-28,80.3,88,0.3,▲,-37.0,0.4,21.0,7251.0,nekros_prime_set
14,2020-04-28,69.7,74,0.0,-,31.0,0.0,-10.0,6533.0,mirage_prime_set
24,2020-04-28,192.9,73,-0.1,▼,27.0,-0.1,0.0,6033.0,volt_prime_set
5,2020-04-28,65.6,71,0.3,▲,22.0,0.5,-19.0,7585.0,limbo_prime_set
