,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
155,2020-12-17,30.4,14,2.1,▲,-3.0,7.4,4.0,4684.0,rakta_dark_dagger
421,2020-12-17,34.0,14,2.0,▲,17.0,6.2,-5.0,2408.0,primed_heated_charge
6,2020-12-17,30.5,87,1.3,▲,-51.0,4.5,21.0,17857.0,titania_prime_set
27,2020-12-17,71.2,20,3.0,▲,33.0,4.4,-16.0,11716.0,banshee_prime_set
251,2020-12-17,31.4,21,1.0,▲,-14.0,3.3,14.0,727.0,necramech_thrusters
86,2020-12-17,30.9,50,1.0,▲,-16.0,3.3,-2.0,11184.0,reaper_prime_set
335,2020-12-17,58.9,16,1.9,▲,12.0,3.3,6.0,368.0,primed_firestorm
158,2020-12-17,31.9,10,1.0,▲,4.0,3.2,4.0,3371.0,synoid_heliocor
113,2020-12-17,33.8,31,1.0,▲,9.0,3.0,2.0,2516.0,shotgun_riven_mod_(veiled)
48,2020-12-17,53.2,15,1.5,▲,-5.0,2.9,-1.0,9776.0,soma_prime_set
