,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
204,204,2020-08-04,349.5,28,1.0,▲,60.0,0.3,-17.0,5928.0,loki_prime_set
28,28,2020-08-04,50.1,170,2.8,▲,-8.0,5.9,-46.0,3875.0,titania_prime_set
204,204,2020-08-04,32.6,114,0.7,▲,-23.0,2.2,-49.0,16778.0,equinox_prime_set
204,204,2020-08-04,157.0,82,-1.0,▼,10.0,-0.6,4.0,12251.0,rhino_prime_set
204,204,2020-08-04,35.9,200,0.4,▲,-25.0,1.1,16.0,21926.0,mesa_prime_set
204,204,2020-08-04,165.2,61,-0.4,▼,31.0,-0.2,0.0,8629.0,ember_prime_set
204,204,2020-08-04,72.7,76,-0.6,▼,36.0,-0.8,6.0,12465.0,limbo_prime_set
204,204,2020-08-04,43.5,202,2.1,▲,-55.0,5.1,41.0,27569.0,ivara_prime_set
204,204,2020-08-04,39.6,102,0.2,▲,-17.0,0.5,21.0,17527.0,chroma_prime_set
204,204,2020-08-04,99.9,54,0.0,-,18.0,0.0,7.0,6232.0,nyx_prime_set
204,204,2020-08-04,175.3,27,-0.1,▼,26.0,-0.1,-8.0,6958.0,frost_prime_set
204,204,2020-08-04,40.2,73,0.7,▲,-16.0,1.8,-19.0,11712.0,trinity_prime_set
204,204,2020-08-04,72.7,45,3.5,▲,0.0,5.1,-1.0,10332.0,hydroid_prime_set
204,204,2020-08-04,59.7,93,0.0,-,19.0,0.0,8.0,12500.0,nova_prime_set
204,204,2020-08-04,150.2,116,0.7,▲,38.0,0.5,1.0,16817.0,saryn_prime_set
204,204,2020-08-04,73.0,78,0.5,▲,38.0,0.7,-2.0,13182.0,mirage_prime_set
204,204,2020-08-04,95.1,65,-0.5,▼,32.0,-0.5,-9.0,9215.0,valkyr_prime_set
204,204,2020-08-04,141.0,49,-0.5,▼,32.0,-0.4,-18.0,7573.0,mag_prime_set
204,204,2020-08-04,143.7,52,-0.7,▼,64.0,-0.5,-15.0,9298.0,ash_prime_set
204,204,2020-08-04,59.9,53,0.3,▲,39.0,0.5,-1.0,7035.0,zephyr_prime_set
204,204,2020-08-04,32.0,204,4.2,▲,-43.0,15.1,74.0,22234.0,wukong_prime_set
204,204,2020-08-04,166.8,52,1.0,▲,36.0,0.6,-2.0,9184.0,vauban_prime_set
204,204,2020-08-04,91.3,46,1.0,▲,24.0,1.1,-4.0,7120.0,banshee_prime_set
204,204,2020-08-04,57.5,33,1.7,▲,-7.0,3.0,-10.0,8115.0,oberon_prime_set
204,204,2020-08-04,103.1,93,0.9,▲,-24.0,0.9,13.0,14972.0,nekros_prime_set
204,204,2020-08-04,164.6,120,-1.5,▼,10.0,-0.9,4.0,11535.0,volt_prime_set
204,204,2020-08-04,33.6,148,1.7,▲,-25.0,5.3,-11.0,18325.0,atlas_prime_set
21,21,2020-08-04,109.8,334,4.1,▲,-5.0,3.9,-8.0,8545.0,inaros_prime_set
204,204,2020-08-04,45.6,64,1.0,▲,-55.0,2.2,-12.0,8808.0,baza_prime_set
28,28,2020-08-04,33.0,82,1.1,▲,0.0,3.4,16.0,1105.0,pangolin_prime_set
28,28,2020-08-04,58.1,96,5.3,▲,-6.0,10.0,-11.0,1587.0,corinth_prime_set
204,204,2020-08-04,80.6,13,-0.3,▼,17.0,-0.4,-2.0,2474.0,boar_prime_set
204,204,2020-08-04,53.3,17,0.7,▲,5.0,1.3,1.0,2525.0,boltor_prime_set
