,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
96,2020-08-04,43.8,45,6.7,▲,21.0,18.1,-28.0,4456.0,imperator_vandal_set
20,2020-08-04,32.0,204,4.2,▲,-43.0,15.1,74.0,22234.0,wukong_prime_set
119,2020-08-04,34.5,11,3.5,▲,-7.0,11.3,0.0,1675.0,secura_dual_cestra
30,2020-08-04,58.1,96,5.3,▲,-6.0,10.0,-11.0,1587.0,corinth_prime_set
131,2020-08-04,33.8,15,2.0,▲,-7.0,6.3,-4.0,1948.0,sancti_magistar
1,2020-08-04,50.1,170,2.8,▲,-8.0,5.9,-46.0,3875.0,titania_prime_set
346,2020-08-04,48.8,13,2.5,▲,4.0,5.4,-13.0,978.0,primed_heated_charge
26,2020-08-04,33.6,148,1.7,▲,-25.0,5.3,-11.0,18325.0,atlas_prime_set
251,2020-08-04,46.6,14,2.3,▲,9.0,5.2,4.0,4196.0,exodia_contagion
110,2020-08-04,32.9,17,1.6,▲,8.0,5.1,-4.0,2099.0,synoid_simulor
