,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
339,2020-12-29,30.1,193,0.0,-,78.0,0.0,31.0,49344.0,arcane_energize
9,2020-12-29,57.5,53,0.7,▲,-2.0,1.2,-21.0,42356.0,mesa_prime_set
12,2020-12-29,34.6,77,0.0,-,-80.0,0.0,-1.0,42059.0,ivara_prime_set
25,2020-12-29,35.1,112,0.0,-,-38.0,0.0,-12.0,38910.0,wukong_prime_set
340,2020-12-29,30.2,125,-0.5,▼,9.0,-1.6,1.0,31123.0,arcane_grace
31,2020-12-29,36.1,48,0.6,▲,-28.0,1.7,7.0,28478.0,atlas_prime_set
19,2020-12-29,167.8,37,0.0,-,54.0,0.0,-35.0,28196.0,saryn_prime_set
32,2020-12-29,60.8,78,0.2,▲,-47.0,0.3,-22.0,27395.0,inaros_prime_set
13,2020-12-29,60.5,44,0.0,-,15.0,0.0,-16.0,27323.0,chroma_prime_set
29,2020-12-29,138.8,42,0.4,▲,8.0,0.3,-14.0,24190.0,nekros_prime_set
