,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
64,2020-12-29,40.8,22,-2.4,▼,13.0,-5.6,8.0,5074.0,euphona_prime_set
96,2020-12-29,48.9,11,-2.3,▼,1.0,-4.5,3.0,1470.0,karak_wraith_set
264,2020-12-29,46.3,79,-2.0,▼,-16.0,-4.1,15.0,1768.0,necramech_thrusters
263,2020-12-29,35.2,168,-1.3,▼,-4.0,-3.6,-24.0,4157.0,necramech_streamline
37,2020-12-29,67.3,23,-1.4,▼,-16.0,-2.0,-6.0,3454.0,zakti_prime_set
2,2020-12-29,130.6,13,-2.4,▼,14.0,-1.8,-3.0,1182.0,wyrm_prime_set
5,2020-12-29,74.0,116,-1.2,▼,-19.0,-1.6,7.0,11805.0,nezha_prime_set
340,2020-12-29,30.2,125,-0.5,▼,9.0,-1.6,1.0,31123.0,arcane_grace
3,2020-12-29,66.8,33,-1.0,▼,3.0,-1.5,-1.0,3580.0,helios_prime_set
27,2020-12-29,64.7,38,-1.0,▼,28.0,-1.5,0.0,12061.0,banshee_prime_set
