,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
3,2020-04-30,39.3,80,-0.2,▼,-22.0,-0.5,-56.0,10771.0,mesa_prime_set
360,2020-04-30,31.3,88,-0.3,▼,-3.0,-0.9,-41.0,332.0,condition_overload
23,2020-04-30,80.0,53,-0.2,▼,-39.0,-0.2,-31.0,7388.0,nekros_prime_set
132,2020-04-30,32.5,41,-0.6,▼,-4.0,-1.8,-31.0,1965.0,growing_power
245,2020-04-30,43.7,24,0.0,-,4.0,0.0,-27.0,2124.0,exodia_contagion
51,2020-04-30,63.4,14,0.0,-,12.0,0.0,-16.0,1653.0,euphona_prime_set
332,2020-04-30,67.9,10,1.3,▲,2.0,2.0,-16.0,65.0,jolt
26,2020-04-30,58.0,32,0.0,-,-33.0,0.0,-13.0,4959.0,baza_prime_set
73,2020-04-30,97.9,13,0.1,▲,11.0,0.1,-13.0,3009.0,reaper_prime_set
377,2020-04-30,54.4,11,1.6,▲,3.0,3.0,-13.0,63.0,primed_fever_strike
