,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
22,2020-02-08,77.8,22,-6.4,▼,7.0,-7.6,-3.0,698.0,oberon_prime_set
76,2020-02-08,43.9,16,-3.1,▼,-2.0,-6.6,-2.0,439.0,silva_and_aegis_prime_set
23,2020-02-08,142.3,48,-9.2,▼,-4.0,-6.1,12.0,1138.0,nekros_prime_set
39,2020-02-08,50.9,26,-3.3,▼,5.0,-6.1,11.0,566.0,tigris_prime_set
32,2020-02-08,44.7,12,-2.6,▼,-3.0,-5.5,8.0,210.0,latron_prime_set
49,2020-02-08,30.8,22,-1.4,▼,5.0,-4.3,4.0,328.0,ballistica_prime_set
21,2020-02-08,83.9,21,-2.3,▼,9.0,-2.7,-2.0,704.0,banshee_prime_set
59,2020-02-08,35.5,19,-1.0,▼,8.0,-2.7,6.0,417.0,dakra_prime_set
51,2020-02-08,61.4,18,-1.6,▼,2.0,-2.5,8.0,324.0,euphona_prime_set
68,2020-02-08,67.8,21,-1.5,▼,12.0,-2.2,5.0,456.0,kronen_prime_set
