,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
20,2020-02-08,101.1,55,2.5,▲,-8.0,2.5,4.0,1055.0,vauban_prime_set
6,2020-02-08,114.9,141,2.5,▲,-8.0,2.2,-10.0,3558.0,ivara_prime_set
17,2020-02-08,64.3,51,1.3,▲,-6.0,2.1,-4.0,1135.0,ash_prime_set
19,2020-02-08,57.2,124,1.0,▲,-2.0,1.8,20.0,2263.0,wukong_prime_set
40,2020-02-08,40.4,32,0.5,▲,-4.0,1.3,-2.0,459.0,vectis_prime_set
71,2020-02-08,41.4,22,0.4,▲,1.0,1.0,-4.0,487.0,ninkondi_prime_set
18,2020-02-08,41.4,40,0.4,▲,8.0,1.0,11.0,659.0,zephyr_prime_set
73,2020-02-08,86.2,40,0.8,▲,3.0,0.9,13.0,657.0,reaper_prime_set
70,2020-02-08,63.6,36,0.5,▲,10.0,0.8,12.0,655.0,nikana_prime_set
45,2020-02-08,60.3,11,0.5,▲,3.0,0.8,4.0,190.0,aklex_prime_set
