,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-01-26,119.5,119,-2.3,▼,-5.0,-1.9,-12.0,1756.0,ivara_prime_set
25,2020-01-26,54.9,92,-0.3,▼,-1.0,-0.5,5.0,1071.0,atlas_prime_set
19,2020-01-26,55.7,83,-1.3,▼,-1.0,-2.3,6.0,1044.0,wukong_prime_set
3,2020-01-26,49.4,62,0.1,▲,1.0,0.2,-13.0,792.0,mesa_prime_set
13,2020-01-26,119.8,59,-0.2,▼,8.0,-0.2,-9.0,808.0,saryn_prime_set
1,2020-01-26,49.9,55,0.0,-,6.0,0.0,-16.0,803.0,equinox_prime_set
5,2020-01-26,44.3,53,0.0,-,-2.0,0.0,4.0,624.0,limbo_prime_set
12,2020-01-26,135.1,52,15.1,▲,8.0,12.6,21.0,526.0,nova_prime_set
23,2020-01-26,177.7,51,-0.4,▼,-5.0,-0.2,27.0,569.0,nekros_prime_set
7,2020-01-26,39.8,51,-0.1,▼,-2.0,-0.3,4.0,659.0,chroma_prime_set
