,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
279,279,2020-10-18,436.0,20,-0.5,▼,85.0,-0.1,-1.0,8180.0,loki_prime_set
33,33,2020-10-18,22.2,38,-0.2,▼,-2.0,-0.9,-2.0,1688.0,dethcube_prime_set
33,33,2020-10-18,129.4,9,-0.1,▼,16.0,-0.1,2.0,379.0,wyrm_prime_set
33,33,2020-10-18,86.5,52,-0.3,▼,9.0,-0.3,10.0,1382.0,helios_prime_set
33,33,2020-10-18,77.6,17,0.8,▲,12.0,1.0,-6.0,904.0,carrier_prime_set
103,103,2020-10-18,38.9,60,0.0,-,-36.0,0.0,10.0,13436.0,titania_prime_set
279,279,2020-10-18,37.5,70,0.1,▲,-21.0,0.3,14.0,23483.0,equinox_prime_set
279,279,2020-10-18,189.0,45,0.0,-,38.0,0.0,8.0,16866.0,rhino_prime_set
279,279,2020-10-18,46.1,95,1.8,▲,-15.0,4.1,-119.0,35089.0,mesa_prime_set
279,279,2020-10-18,79.2,72,-1.4,▼,19.0,-1.7,-28.0,13041.0,ember_prime_set
279,279,2020-10-18,93.4,43,0.0,-,55.0,0.0,-27.0,16680.0,limbo_prime_set
279,279,2020-10-18,38.8,74,-0.1,▼,-76.0,-0.3,24.0,36846.0,ivara_prime_set
279,279,2020-10-18,69.1,37,1.3,▲,21.0,1.9,-21.0,23640.0,chroma_prime_set
279,279,2020-10-18,131.3,13,3.9,▲,33.0,3.1,-20.0,8718.0,nyx_prime_set
279,279,2020-10-18,72.8,67,-0.5,▼,8.0,-0.7,-7.0,10388.0,frost_prime_set
279,279,2020-10-18,39.6,61,0.0,-,-32.0,0.0,23.0,17272.0,trinity_prime_set
279,279,2020-10-18,95.5,44,0.5,▲,18.0,0.5,4.0,13495.0,hydroid_prime_set
279,279,2020-10-18,65.9,45,0.1,▲,19.0,0.2,-3.0,19169.0,nova_prime_set
279,279,2020-10-18,169.8,49,0.0,-,53.0,0.0,-35.0,23741.0,saryn_prime_set
279,279,2020-10-18,94.5,70,0.6,▲,62.0,0.6,-6.0,18826.0,mirage_prime_set
279,279,2020-10-18,99.9,35,0.1,▲,33.0,0.1,2.0,12662.0,valkyr_prime_set
279,279,2020-10-18,146.2,57,-0.5,▼,41.0,-0.3,28.0,10740.0,mag_prime_set
279,279,2020-10-18,146.2,30,-0.9,▼,62.0,-0.6,-16.0,12806.0,ash_prime_set
279,279,2020-10-18,70.5,37,0.1,▲,45.0,0.1,17.0,9931.0,zephyr_prime_set
279,279,2020-10-18,34.7,103,0.2,▲,-34.0,0.6,-4.0,32291.0,wukong_prime_set
279,279,2020-10-18,165.2,33,-0.1,▼,28.0,-0.1,-16.0,12855.0,vauban_prime_set
279,279,2020-10-18,92.2,32,-0.2,▼,31.0,-0.2,7.0,10005.0,banshee_prime_set
279,279,2020-10-18,74.6,36,0.3,▲,2.0,0.4,10.0,10928.0,oberon_prime_set
279,279,2020-10-18,142.3,51,-0.6,▼,10.0,-0.4,-4.0,20445.0,nekros_prime_set
279,279,2020-10-18,167.7,54,-0.1,▼,19.0,-0.1,12.0,16921.0,volt_prime_set
279,279,2020-10-18,35.4,59,-0.3,▼,-27.0,-0.8,0.0,24866.0,atlas_prime_set
96,96,2020-10-18,71.9,120,1.0,▲,-33.0,1.4,-12.0,21068.0,inaros_prime_set
279,279,2020-10-18,47.4,20,0.9,▲,-62.0,1.9,-1.0,11507.0,baza_prime_set
33,33,2020-10-18,39.6,16,1.6,▲,-3.0,4.2,-8.0,819.0,stropha_set
33,33,2020-10-18,19.0,10,0.2,▲,-4.0,1.1,2.0,439.0,stahlta_set
103,103,2020-10-18,26.1,11,-0.4,▼,-11.0,-1.5,-13.0,3720.0,pangolin_prime_set
103,103,2020-10-18,47.7,38,-0.4,▼,-22.0,-0.8,9.0,5848.0,corinth_prime_set
279,279,2020-10-18,86.3,9,1.0,▲,27.0,1.2,-1.0,3396.0,boar_prime_set
279,279,2020-10-18,61.6,18,-0.9,▼,19.0,-1.4,1.0,3567.0,boltor_prime_set
279,279,2020-10-18,9.1,14,-0.2,▼,-7.0,-2.2,0.0,5586.0,braton_prime_set
279,279,2020-10-18,6.3,9,-0.4,▼,4.0,-6.0,3.0,3484.0,burston_prime_set
279,279,2020-10-18,56.8,12,1.0,▲,26.0,1.8,3.0,3869.0,cernos_prime_set
279,279,2020-10-18,37.1,27,0.4,▲,3.0,1.1,13.0,3575.0,latron_prime_set
279,279,2020-10-18,9.6,4,-0.2,▼,3.0,-2.0,-9.0,4995.0,paris_prime_set
279,279,2020-10-18,74.7,63,0.0,-,52.0,0.0,23.0,17540.0,rubico_prime_set
279,279,2020-10-18,40.1,34,-0.1,▼,-15.0,-0.2,4.0,8272.0,soma_prime_set
279,279,2020-10-18,14.2,13,-0.9,▼,-10.0,-6.0,-6.0,7032.0,stradavar_prime_set
279,279,2020-10-18,36.6,17,-1.3,▼,11.0,-3.4,5.0,4033.0,sybaris_prime_set
279,279,2020-10-18,47.7,12,0.0,-,29.0,0.0,-5.0,4835.0,tiberon_prime_set
279,279,2020-10-18,46.5,17,1.5,▲,12.0,3.3,5.0,6342.0,tigris_prime_set
279,279,2020-10-18,119.1,11,-0.1,▼,36.0,-0.1,5.0,5323.0,vectis_prime_set
279,279,2020-10-18,26.2,19,-1.0,▼,-8.0,-3.7,-1.0,6138.0,zhuge_prime_set
279,279,2020-10-18,62.8,17,0.2,▲,27.0,0.3,6.0,3607.0,akbolto_prime_set
274,274,2020-10-18,18.0,1,0.4,▲,5.0,2.3,-7.0,1572.0,akbronco_prime_set
279,279,2020-10-18,39.3,28,-0.3,▼,-5.0,-0.8,-5.0,6775.0,akjagara_prime_set
278,278,2020-10-18,68.4,6,-0.6,▼,9.0,-0.9,-6.0,2881.0,aklex_prime_set
279,279,2020-10-18,74.7,19,1.1,▲,-44.0,1.5,-8.0,8972.0,aksomati_prime_set
279,279,2020-10-18,97.4,14,0.1,▲,28.0,0.1,6.0,3859.0,akstiletto_prime_set
279,279,2020-10-18,99.0,12,-0.1,▼,20.0,-0.1,5.0,2587.0,akvasto_prime_set
279,279,2020-10-18,39.3,8,-0.1,▼,21.0,-0.3,1.0,3838.0,ballistica_prime_set
279,279,2020-10-18,14.7,6,-0.2,▼,10.0,-1.3,-9.0,5428.0,bronco_prime_set
279,279,2020-10-18,71.8,9,-1.1,▼,17.0,-1.5,-6.0,4192.0,euphona_prime_set
279,279,2020-10-18,68.9,8,-1.5,▼,17.0,-2.1,1.0,3081.0,hikou_prime_set
