,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
470,2020-08-25,101.7,179,-14.3,▼,37.0,-12.3,-62.0,7829.0,weeping_wounds
327,2020-08-25,85.9,27,-8.0,▼,-1.0,-8.5,-6.0,1522.0,argon_scope
446,2020-08-25,54.2,10,-4.5,▼,-4.0,-7.7,-3.0,515.0,maiming_strike
32,2020-08-25,54.0,12,-3.7,▼,10.0,-6.4,7.0,2858.0,boltor_prime_set
58,2020-08-25,36.3,42,-1.8,▼,28.0,-4.7,8.0,7856.0,pyrana_prime_set
62,2020-08-25,89.5,10,-3.9,▼,46.0,-4.2,0.0,1783.0,ankyros_prime_set
108,2020-08-25,33.1,13,-1.4,▼,8.0,-4.1,-2.0,2461.0,sancti_tigris
133,2020-08-25,32.1,13,-1.3,▼,-8.0,-3.9,2.0,2218.0,synoid_heliocor
30,2020-08-25,52.1,85,-1.8,▼,-16.0,-3.3,20.0,3023.0,corinth_prime_set
31,2020-08-25,75.4,20,-2.4,▼,16.0,-3.1,5.0,2786.0,boar_prime_set
