,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
86,2020-09-18,40.1,14,2.2,▲,-10.0,5.8,-6.0,5155.0,silva_and_aegis_prime_set
435,2020-09-18,135.0,12,5.9,▲,37.0,4.6,-1.0,2217.0,primed_target_cracker
152,2020-09-18,35.2,12,1.4,▲,-2.0,4.1,-23.0,7146.0,growing_power
355,2020-09-18,136.9,14,4.9,▲,46.0,3.7,0.0,2521.0,primed_cryo_rounds
58,2020-09-18,85.8,15,2.5,▲,14.0,3.0,7.0,2321.0,akvasto_prime_set
176,2020-09-18,76.7,11,1.9,▲,9.0,2.5,1.0,401.0,primed_animal_instinct
317,2020-09-18,54.7,110,1.3,▲,72.0,2.4,-3.0,34369.0,arcane_energize
49,2020-09-18,41.2,12,0.9,▲,8.0,2.2,-8.0,5834.0,tigris_prime_set
465,2020-09-18,102.6,18,2.1,▲,49.0,2.1,6.0,2984.0,primed_fever_strike
213,2020-09-18,48.1,31,1.0,▲,9.0,2.1,1.0,1136.0,dual_rounds
