,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
327,2021-01-07,31.5,199,0.7,▲,80.0,2.3,55.0,50856.0,arcane_energize
9,2021-01-07,57.0,67,1.6,▲,-4.0,2.9,-16.0,43017.0,mesa_prime_set
12,2021-01-07,34.3,64,0.0,-,-81.0,0.0,-1.0,42762.0,ivara_prime_set
25,2021-01-07,36.3,121,0.5,▲,-35.0,1.4,-2.0,39867.0,wukong_prime_set
328,2021-01-07,32.9,89,0.0,-,14.0,0.0,45.0,31909.0,arcane_grace
7,2021-01-07,33.4,71,-2.0,▼,-34.0,-5.6,15.0,30222.0,equinox_prime_set
31,2021-01-07,36.4,41,0.5,▲,-26.0,1.4,-3.0,28873.0,atlas_prime_set
19,2021-01-07,168.8,41,0.0,-,56.0,0.0,-22.0,28642.0,saryn_prime_set
32,2021-01-07,58.7,51,-0.5,▼,-51.0,-0.8,-23.0,28037.0,inaros_prime_set
13,2021-01-07,60.7,51,-0.1,▼,17.0,-0.2,3.0,27767.0,chroma_prime_set
