,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
119,119,2020-05-11,289.8,33,1.0,▲,22.0,0.3,-6.0,3682.0,loki_prime_set
119,119,2020-05-11,36.3,73,-1.0,▼,-18.0,-2.7,-54.0,9671.0,equinox_prime_set
119,119,2020-05-11,159.5,62,0.0,-,13.0,0.0,-4.0,7627.0,rhino_prime_set
119,119,2020-05-11,34.8,139,0.2,▲,-30.0,0.6,-6.0,12170.0,mesa_prime_set
119,119,2020-05-11,153.8,40,0.9,▲,26.0,0.6,5.0,4997.0,ember_prime_set
119,119,2020-05-11,65.5,58,-1.0,▼,22.0,-1.5,-27.0,8331.0,limbo_prime_set
119,119,2020-05-11,49.1,170,0.0,-,-53.0,0.0,8.0,17299.0,ivara_prime_set
119,119,2020-05-11,35.6,128,0.0,-,-21.0,0.0,10.0,9747.0,chroma_prime_set
119,119,2020-05-11,91.1,38,-0.9,▼,9.0,-1.0,16.0,3607.0,nyx_prime_set
119,119,2020-05-11,177.3,49,-0.4,▼,35.0,-0.2,5.0,4205.0,frost_prime_set
119,119,2020-05-11,110.0,60,0.0,-,13.0,0.0,-3.0,6477.0,trinity_prime_set
119,119,2020-05-11,92.9,80,0.0,-,7.0,0.0,1.0,6313.0,hydroid_prime_set
119,119,2020-05-11,158.2,64,-1.8,▼,40.0,-1.1,-1.0,6591.0,nova_prime_set
119,119,2020-05-11,147.7,82,-0.3,▼,33.0,-0.2,-16.0,9994.0,saryn_prime_set
119,119,2020-05-11,71.0,70,-0.3,▼,34.0,-0.4,-8.0,7536.0,mirage_prime_set
119,119,2020-05-11,91.1,55,0.0,-,22.0,0.0,4.0,5288.0,valkyr_prime_set
119,119,2020-05-11,121.1,43,-0.5,▼,11.0,-0.4,-8.0,4345.0,mag_prime_set
119,119,2020-05-11,107.1,58,0.2,▲,34.0,0.2,5.0,5199.0,ash_prime_set
119,119,2020-05-11,54.6,37,-0.3,▼,30.0,-0.5,-9.0,4294.0,zephyr_prime_set
119,119,2020-05-11,29.8,106,-1.0,▼,-40.0,-3.2,-2.0,12832.0,wukong_prime_set
119,119,2020-05-11,165.0,45,-1.4,▼,30.0,-0.8,-6.0,5389.0,vauban_prime_set
119,119,2020-05-11,82.2,28,-0.1,▼,9.0,-0.1,-21.0,4129.0,banshee_prime_set
119,119,2020-05-11,39.5,37,-0.3,▼,-25.0,-0.8,0.0,4694.0,oberon_prime_set
119,119,2020-05-11,78.6,70,-0.3,▼,-42.0,-0.4,-11.0,8327.0,nekros_prime_set
119,119,2020-05-11,189.9,77,0.0,-,24.0,0.0,23.0,6805.0,volt_prime_set
119,119,2020-05-11,29.7,80,-0.3,▼,-27.0,-1.0,-10.0,11467.0,atlas_prime_set
119,119,2020-05-11,51.0,28,-1.3,▼,-36.0,-2.5,-27.0,5441.0,baza_prime_set
119,119,2020-05-11,68.9,18,-0.5,▼,9.0,-0.7,8.0,1470.0,boar_prime_set
119,119,2020-05-11,47.6,17,0.0,-,-5.0,0.0,7.0,1500.0,boltor_prime_set
119,119,2020-05-11,7.4,18,0.1,▲,0.0,1.4,-1.0,2553.0,braton_prime_set
119,119,2020-05-11,7.4,11,0.4,▲,2.0,5.7,-1.0,1309.0,burston_prime_set
119,119,2020-05-11,52.1,20,0.4,▲,14.0,0.8,-1.0,1642.0,cernos_prime_set
119,119,2020-05-11,51.9,23,-1.5,▼,0.0,-2.8,7.0,1375.0,latron_prime_set
119,119,2020-05-11,8.5,17,-0.1,▼,-7.0,-1.2,0.0,2249.0,paris_prime_set
