,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
4,2020-09-13,35.2,259,-0.4,▼,-28.0,-1.1,8.0,29407.0,mesa_prime_set
314,2020-09-13,51.5,244,0.2,▲,67.0,0.4,43.0,33815.0,arcane_energize
1,2020-09-13,43.7,190,-0.4,▼,-24.0,-0.9,15.0,10370.0,titania_prime_set
7,2020-09-13,45.7,181,-0.4,▼,-64.0,-0.9,10.0,33832.0,ivara_prime_set
315,2020-09-13,51.1,177,-0.4,▼,32.0,-0.8,64.0,22223.0,arcane_grace
27,2020-09-13,71.9,149,-2.0,▼,-29.0,-2.7,-1.0,16813.0,inaros_prime_set
13,2020-09-13,52.7,145,-0.6,▼,6.0,-1.1,-8.0,16416.0,nova_prime_set
2,2020-09-13,36.7,126,-0.1,▼,-21.0,-0.3,-15.0,20809.0,equinox_prime_set
14,2020-09-13,150.9,126,0.6,▲,34.0,0.4,-17.0,20901.0,saryn_prime_set
26,2020-09-13,34.7,123,-0.7,▼,-31.0,-2.0,45.0,22495.0,atlas_prime_set
