,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-08-16,44.4,169,0.0,-,-59.0,0.0,-13.0,29402.0,ivara_prime_set
243,2020-08-16,44.9,261,0.0,-,54.0,0.0,-87.0,27962.0,arcane_energize
20,2020-08-16,39.4,186,4.0,▲,-41.0,11.3,9.0,24189.0,wukong_prime_set
4,2020-08-16,34.4,232,-0.4,▼,-27.0,-1.1,96.0,24082.0,mesa_prime_set
26,2020-08-16,34.3,109,0.0,-,-28.0,0.0,-3.0,19768.0,atlas_prime_set
8,2020-08-16,47.3,60,1.1,▲,-9.0,2.4,-40.0,18612.0,chroma_prime_set
244,2020-08-16,47.4,160,0.2,▲,31.0,0.4,61.0,18369.0,arcane_grace
2,2020-08-16,33.3,112,-0.5,▼,-24.0,-1.5,-20.0,18148.0,equinox_prime_set
14,2020-08-16,149.3,75,-0.1,▼,34.0,-0.1,5.0,17891.0,saryn_prime_set
24,2020-08-16,109.1,87,-0.1,▼,-19.0,-0.1,8.0,15888.0,nekros_prime_set
