,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
3,2020-04-04,42.2,214,-0.1,▼,-15.0,-0.2,52.0,7318.0,mesa_prime_set
9,2020-04-04,166.3,61,0.4,▲,22.0,0.2,38.0,2653.0,frost_prime_set
24,2020-04-04,190.7,111,0.3,▲,24.0,0.2,33.0,4170.0,volt_prime_set
13,2020-04-04,137.1,137,-0.5,▼,24.0,-0.4,27.0,6430.0,saryn_prime_set
1,2020-04-04,39.7,110,-1.2,▼,-10.0,-2.9,23.0,5788.0,equinox_prime_set
14,2020-04-04,65.7,95,0.0,-,24.0,0.0,23.0,4798.0,mirage_prime_set
71,2020-04-04,38.5,39,0.0,-,-7.0,0.0,22.0,1798.0,ninkondi_prime_set
191,2020-04-04,47.6,34,1.0,▲,7.0,2.1,19.0,300.0,primed_flow
2,2020-04-04,149.5,109,-0.2,▼,5.0,-0.1,14.0,4966.0,rhino_prime_set
169,2020-04-04,48.5,22,1.0,▲,4.0,2.1,11.0,149.0,energy_conversion
