,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
373,373,2021-01-20,433.6,15,0.5,▲,81.0,0.1,-4.0,10098.0,loki_prime_set
127,127,2021-01-20,23.7,30,-0.4,▼,-1.0,-1.7,11.0,5359.0,dethcube_prime_set
127,127,2021-01-20,137.9,9,0.7,▲,19.0,0.5,0.0,1410.0,wyrm_prime_set
127,127,2021-01-20,48.8,25,-0.7,▼,-14.0,-1.4,6.0,4226.0,helios_prime_set
127,127,2021-01-20,74.1,19,0.6,▲,12.0,0.8,9.0,2794.0,carrier_prime_set
85,85,2021-01-20,58.6,68,0.7,▲,-36.0,1.2,15.0,14019.0,nezha_prime_set
197,197,2021-01-20,28.6,70,-1.4,▼,-51.0,-4.7,19.0,20455.0,titania_prime_set
373,373,2021-01-20,30.9,91,0.5,▲,-31.0,1.6,-1.0,31285.0,equinox_prime_set
373,373,2021-01-20,197.5,37,0.4,▲,38.0,0.2,-1.0,20532.0,rhino_prime_set
373,373,2021-01-20,60.3,71,0.8,▲,-1.0,1.3,-12.0,44080.0,mesa_prime_set
373,373,2021-01-20,78.3,44,1.1,▲,10.0,1.4,14.0,18717.0,ember_prime_set
373,373,2021-01-20,89.7,30,0.0,-,60.0,0.0,3.0,20231.0,limbo_prime_set
373,373,2021-01-20,34.2,40,0.1,▲,-83.0,0.3,-1.0,43603.0,ivara_prime_set
373,373,2021-01-20,64.9,53,0.4,▲,19.0,0.6,16.0,28339.0,chroma_prime_set
373,373,2021-01-20,124.3,16,0.1,▲,23.0,0.1,-9.0,10832.0,nyx_prime_set
373,373,2021-01-20,80.8,36,1.3,▲,7.0,1.6,-2.0,15664.0,frost_prime_set
373,373,2021-01-20,56.9,55,0.0,-,-1.0,0.0,-3.0,21724.0,trinity_prime_set
373,373,2021-01-20,95.3,25,0.4,▲,14.0,0.4,-5.0,16453.0,hydroid_prime_set
373,373,2021-01-20,79.3,68,0.1,▲,45.0,0.1,41.0,23132.0,nova_prime_set
373,373,2021-01-20,171.8,62,0.5,▲,64.0,0.3,15.0,29352.0,saryn_prime_set
373,373,2021-01-20,53.8,50,0.0,-,42.0,0.0,25.0,23676.0,mirage_prime_set
373,373,2021-01-20,110.0,31,0.6,▲,47.0,0.5,-6.0,15612.0,valkyr_prime_set
373,373,2021-01-20,166.4,23,2.0,▲,55.0,1.2,-4.0,13344.0,mag_prime_set
373,373,2021-01-20,146.7,32,0.0,-,66.0,0.0,6.0,15763.0,ash_prime_set
373,373,2021-01-20,73.0,11,0.3,▲,54.0,0.4,-12.0,12363.0,zephyr_prime_set
373,373,2021-01-20,37.8,70,0.7,▲,-33.0,1.9,-3.0,41116.0,wukong_prime_set
373,373,2021-01-20,169.8,27,1.1,▲,36.0,0.7,-3.0,15937.0,vauban_prime_set
373,373,2021-01-20,45.3,30,0.5,▲,12.0,1.1,0.0,12819.0,banshee_prime_set
373,373,2021-01-20,69.9,32,0.1,▲,1.0,0.1,10.0,13473.0,oberon_prime_set
373,373,2021-01-20,138.6,38,1.9,▲,7.0,1.4,11.0,25134.0,nekros_prime_set
373,373,2021-01-20,171.6,83,1.1,▲,25.0,0.6,42.0,21436.0,volt_prime_set
373,373,2021-01-20,35.1,22,0.8,▲,-30.0,2.3,-21.0,29425.0,atlas_prime_set
190,190,2021-01-20,54.7,50,1.2,▲,-56.0,2.2,-12.0,28935.0,inaros_prime_set
373,373,2021-01-20,41.2,11,0.8,▲,-83.0,2.0,-6.0,13543.0,baza_prime_set
85,85,2021-01-20,49.8,42,-0.1,▼,-33.0,-0.2,7.0,7182.0,guandao_prime_set
127,127,2021-01-20,42.6,23,-0.6,▼,1.0,-1.4,7.0,2880.0,stropha_set
127,127,2021-01-20,14.6,8,0.1,▲,-7.0,0.7,-4.0,1538.0,stahlta_set
85,85,2021-01-20,43.5,28,-0.8,▼,-31.0,-1.8,-4.0,4100.0,zakti_prime_set
197,197,2021-01-20,15.8,19,0.0,-,-35.0,0.0,-5.0,6025.0,pangolin_prime_set
197,197,2021-01-20,40.7,25,-0.4,▼,-26.0,-1.0,6.0,8717.0,corinth_prime_set
373,373,2021-01-20,98.1,10,0.5,▲,38.0,0.5,1.0,4416.0,boar_prime_set
373,373,2021-01-20,84.3,11,0.0,-,38.0,0.0,-1.0,4571.0,boltor_prime_set
373,373,2021-01-20,9.4,11,-0.4,▼,-2.0,-4.1,-1.0,6963.0,braton_prime_set
373,373,2021-01-20,9.0,6,1.0,▲,15.0,12.5,-5.0,4535.0,burston_prime_set
373,373,2021-01-20,70.4,8,0.0,-,30.0,0.0,-12.0,4889.0,cernos_prime_set
373,373,2021-01-20,30.4,9,-0.9,▼,-10.0,-2.9,-7.0,5012.0,latron_prime_set
373,373,2021-01-20,10.6,6,0.0,-,-2.0,0.0,-3.0,6164.0,paris_prime_set
373,373,2021-01-20,61.8,61,-0.3,▼,50.0,-0.5,24.0,22543.0,rubico_prime_set
373,373,2021-01-20,59.1,24,0.4,▲,6.0,0.7,-6.0,10587.0,soma_prime_set
373,373,2021-01-20,17.2,16,0.5,▲,-3.0,3.0,-5.0,9133.0,stradavar_prime_set
373,373,2021-01-20,38.2,7,-0.1,▼,14.0,-0.3,-2.0,5139.0,sybaris_prime_set
373,373,2021-01-20,54.6,4,-1.5,▼,29.0,-2.7,-4.0,5945.0,tiberon_prime_set
373,373,2021-01-20,44.8,14,0.7,▲,10.0,1.6,-3.0,7857.0,tigris_prime_set
373,373,2021-01-20,123.6,13,0.8,▲,44.0,0.7,-1.0,6644.0,vectis_prime_set
373,373,2021-01-20,21.8,12,-0.1,▼,-10.0,-0.5,-1.0,7599.0,zhuge_prime_set
373,373,2021-01-20,58.9,7,0.1,▲,15.0,0.2,1.0,4535.0,akbolto_prime_set
366,366,2021-01-20,15.8,4,-0.1,▼,-5.0,-0.6,2.0,2049.0,akbronco_prime_set
373,373,2021-01-20,50.4,11,1.4,▲,5.0,2.9,4.0,8209.0,akjagara_prime_set
372,372,2021-01-20,59.6,8,1.5,▲,19.0,2.6,-1.0,3719.0,aklex_prime_set
373,373,2021-01-20,49.4,11,-1.6,▼,-70.0,-3.1,-1.0,10821.0,aksomati_prime_set
373,373,2021-01-20,109.9,6,0.0,-,33.0,0.0,-7.0,4838.0,akstiletto_prime_set
373,373,2021-01-20,78.3,14,-6.0,▼,24.0,-7.1,2.0,3399.0,akvasto_prime_set
373,373,2021-01-20,46.1,11,0.0,-,29.0,0.0,-4.0,4956.0,ballistica_prime_set
373,373,2021-01-20,13.4,19,0.8,▲,6.0,6.3,12.0,6955.0,bronco_prime_set
373,373,2021-01-20,28.4,13,0.0,-,-4.0,0.0,0.0,5426.0,euphona_prime_set
373,373,2021-01-20,83.6,9,-0.2,▼,33.0,-0.2,-2.0,4044.0,hikou_prime_set
373,373,2021-01-20,8.7,24,-0.2,▼,-17.0,-2.2,4.0,8062.0,lex_prime_set
373,373,2021-01-20,53.4,26,6.9,▲,40.0,14.8,7.0,12210.0,pyrana_prime_set
373,373,2021-01-20,29.0,8,0.1,▲,7.0,0.3,3.0,4206.0,sicarus_prime_set
373,373,2021-01-20,147.1,8,2.8,▲,29.0,1.9,4.0,3126.0,spira_prime_set
