,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
67,2021-01-20,53.4,26,6.9,▲,40.0,14.8,7.0,12210.0,pyrana_prime_set
426,2021-01-20,51.5,15,2.8,▲,46.0,5.7,7.0,4523.0,primed_pistol_gambit
110,2021-01-20,88.1,21,2.8,▲,9.0,3.3,12.0,511.0,ceti_lacera_blueprint
87,2021-01-20,43.1,38,1.2,▲,19.0,2.9,5.0,21486.0,redeemer_prime_set
57,2021-01-20,50.4,11,1.4,▲,5.0,2.9,4.0,8209.0,akjagara_prime_set
323,2021-01-20,39.8,56,1.1,▲,24.0,2.8,-10.0,33076.0,arcane_grace
483,2021-01-20,39.8,19,1.0,▲,-5.0,2.6,-2.0,8270.0,bullet_dance
31,2021-01-20,35.1,22,0.8,▲,-30.0,2.3,-21.0,29425.0,atlas_prime_set
79,2021-01-20,39.6,15,0.9,▲,42.0,2.3,-18.0,12287.0,gram_prime_set
290,2021-01-20,42.2,25,0.9,▲,80.0,2.2,12.0,8113.0,primed_flow
