,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
33,2021-01-13,38.0,11,-0.1,▼,-84.0,-0.3,-2.0,13414.0,baza_prime_set
12,2021-01-13,33.7,71,-0.2,▼,-83.0,-0.6,-4.0,43214.0,ivara_prime_set
59,2021-01-13,50.8,18,0.1,▲,-68.0,0.2,5.0,10714.0,aksomati_prime_set
32,2021-01-13,56.9,63,-0.2,▼,-55.0,-0.4,-8.0,28409.0,inaros_prime_set
6,2021-01-13,30.8,69,-0.1,▼,-50.0,-0.3,10.0,19967.0,titania_prime_set
105,2021-01-13,42.7,20,-1.9,▼,-41.0,-4.3,9.0,7795.0,panthera_prime_set
5,2021-01-13,61.9,110,-0.7,▼,-32.0,-1.1,21.0,13452.0,nezha_prime_set
25,2021-01-13,38.1,84,0.4,▲,-32.0,1.1,14.0,40462.0,wukong_prime_set
7,2021-01-13,31.4,81,0.1,▲,-30.0,0.3,22.0,30733.0,equinox_prime_set
31,2021-01-13,36.1,48,-0.5,▼,-27.0,-1.4,0.0,29123.0,atlas_prime_set
