,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
26,2020-08-01,30.6,115,1.3,▲,-28.0,4.4,51.0,17843.0,atlas_prime_set
7,2020-08-01,41.0,150,0.0,-,-56.0,0.0,37.0,26963.0,ivara_prime_set
285,2020-08-01,36.2,38,-0.8,▼,0.0,-2.2,30.0,1559.0,blaze
38,2020-08-01,31.0,73,0.6,▲,13.0,2.0,27.0,11257.0,rubico_prime_set
74,2020-08-01,86.9,52,-0.7,▼,38.0,-0.8,26.0,6723.0,nikana_prime_set
17,2020-08-01,142.0,52,-1.0,▼,34.0,-0.7,25.0,7389.0,mag_prime_set
14,2020-08-01,151.8,94,-0.4,▼,39.0,-0.3,24.0,16461.0,saryn_prime_set
12,2020-08-01,63.4,36,-1.1,▼,-3.0,-1.7,21.0,10146.0,hydroid_prime_set
98,2020-08-01,69.6,105,-1.2,▼,-10.0,-1.7,20.0,2411.0,karyst_prime_set
16,2020-08-01,94.1,47,-0.9,▼,31.0,-0.9,18.0,9030.0,valkyr_prime_set
