,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
27,2020-08-01,93.5,256,0.5,▲,-8.0,0.5,4.0,7431.0,inaros_prime_set
1,2020-08-01,41.9,164,0.2,▲,-11.0,0.5,15.0,3210.0,titania_prime_set
7,2020-08-01,41.0,150,0.0,-,-56.0,0.0,37.0,26963.0,ivara_prime_set
4,2020-08-01,35.5,144,0.4,▲,-26.0,1.1,-19.0,21337.0,mesa_prime_set
193,2020-08-01,59.7,116,-10.8,▼,49.0,-15.3,4.0,4695.0,primed_continuity
26,2020-08-01,30.6,115,1.3,▲,-28.0,4.4,51.0,17843.0,atlas_prime_set
98,2020-08-01,69.6,105,-1.2,▼,-10.0,-1.7,20.0,2411.0,karyst_prime_set
232,2020-08-01,42.7,99,0.1,▲,48.0,0.2,-43.0,24830.0,arcane_energize
14,2020-08-01,151.8,94,-0.4,▼,39.0,-0.3,24.0,16461.0,saryn_prime_set
97,2020-08-01,85.3,87,-1.0,▼,-10.0,-1.2,4.0,2097.0,panthera_prime_set
