,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
1,2020-03-20,46.2,90,-1.1,▼,0.0,-2.3,38.0,4340.0,equinox_prime_set
10,2020-03-20,123.4,68,0.4,▲,21.0,0.3,23.0,3203.0,trinity_prime_set
24,2020-03-20,194.8,75,0.0,-,28.0,0.0,18.0,3164.0,volt_prime_set
9,2020-03-20,169.4,39,-0.2,▼,23.0,-0.1,18.0,2030.0,frost_prime_set
8,2020-03-20,86.7,44,-0.5,▼,7.0,-0.6,18.0,1717.0,nyx_prime_set
41,2020-03-20,33.4,37,0.4,▲,9.0,1.2,15.0,1518.0,zhuge_prime_set
7,2020-03-20,38.6,79,0.4,▲,-5.0,1.0,14.0,4040.0,chroma_prime_set
0,2020-03-20,273.6,39,0.4,▲,9.0,0.1,14.0,1630.0,loki_prime_set
4,2020-03-20,148.9,45,0.1,▲,19.0,0.1,13.0,2404.0,ember_prime_set
2,2020-03-20,155.9,83,0.1,▲,13.0,0.1,13.0,3815.0,rhino_prime_set
