,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
24,2020-03-04,182.0,35,2.0,▲,17.0,1.1,-22.0,2263.0,volt_prime_set
26,2020-03-04,88.9,22,1.8,▲,-16.0,2.1,-12.0,2158.0,baza_prime_set
20,2020-03-04,114.7,29,0.9,▲,-4.0,0.8,-12.0,2066.0,vauban_prime_set
10,2020-03-04,119.6,35,0.5,▲,18.0,0.4,-11.0,2190.0,trinity_prime_set
18,2020-03-04,50.5,21,1.3,▲,24.0,2.6,-9.0,1496.0,zephyr_prime_set
17,2020-03-04,72.9,27,1.5,▲,-2.0,2.1,-6.0,2144.0,ash_prime_set
9,2020-03-04,167.5,16,0.9,▲,19.0,0.5,-5.0,1484.0,frost_prime_set
14,2020-03-04,67.3,48,0.5,▲,22.0,0.7,-5.0,2598.0,mirage_prime_set
98,2020-03-04,37.9,10,1.3,▲,6.0,3.6,-4.0,187.0,secura_penta
80,2020-03-04,127.9,30,0.3,▲,5.0,0.2,-4.0,702.0,shedu_set
