,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
27,2020-08-19,77.1,225,-1.2,▼,-17.0,-1.5,37.0,12013.0,inaros_prime_set
1,2020-08-19,45.6,174,0.0,-,-15.0,0.0,26.0,6291.0,titania_prime_set
26,2020-08-19,34.3,81,0.2,▲,-28.0,0.6,25.0,19998.0,atlas_prime_set
312,2020-08-19,45.0,35,-2.0,▼,8.0,-4.3,24.0,4503.0,exodia_contagion
23,2020-08-19,60.0,65,0.6,▲,-8.0,1.0,19.0,8760.0,oberon_prime_set
291,2020-08-19,44.5,209,-0.4,▼,53.0,-0.9,19.0,28535.0,arcane_energize
15,2020-08-19,70.5,83,0.0,-,37.0,0.0,18.0,14311.0,mirage_prime_set
67,2020-08-19,33.7,36,0.4,▲,22.0,1.2,16.0,3949.0,fragor_prime_set
42,2020-08-19,40.8,30,0.3,▲,20.0,0.7,15.0,3810.0,tiberon_prime_set
5,2020-08-19,160.0,44,0.0,-,26.0,0.0,15.0,9411.0,ember_prime_set
