,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,18,2020-07-11,127.9,54,1.0,▲,53.0,0.8,7.0,8041.0,ash_prime_set
1,71,2020-07-11,144.4,40,0.5,▲,51.0,0.3,3.0,5924.0,kronen_prime_set
2,190,2020-07-11,95.4,47,-5.0,▼,50.0,-5.0,32.0,3908.0,primed_continuity
3,0,2020-07-11,339.0,15,0.0,-,47.0,0.0,-7.0,5346.0,loki_prime_set
4,14,2020-07-11,150.8,86,0.2,▲,41.0,0.1,45.0,14687.0,saryn_prime_set
5,6,2020-07-11,70.3,62,0.8,▲,36.0,1.2,15.0,11253.0,limbo_prime_set
6,15,2020-07-11,73.8,58,0.8,▲,35.0,1.1,2.0,11592.0,mirage_prime_set
7,5,2020-07-11,169.0,34,-0.3,▼,34.0,-0.2,9.0,7663.0,ember_prime_set
8,19,2020-07-11,59.0,21,-0.3,▼,33.0,-0.5,9.0,6239.0,zephyr_prime_set
9,231,2020-07-11,34.3,247,0.7,▲,32.0,2.1,171.0,21333.0,arcane_energize
