,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
68,2020-07-25,31.2,19,1.6,▲,-13.0,5.4,6.0,3538.0,galatine_prime_set
84,2020-07-25,60.7,34,3.1,▲,4.0,5.4,8.0,10650.0,shedu_set
49,2020-07-25,40.9,16,2.0,▲,-12.0,5.1,1.0,2018.0,aklex_prime_set
79,2020-07-25,47.7,12,1.9,▲,18.0,4.1,5.0,2285.0,scindo_prime_set
290,2020-07-25,35.9,26,1.4,▲,1.0,4.1,5.0,1446.0,blaze
55,2020-07-25,74.3,12,2.5,▲,21.0,3.5,2.0,2875.0,euphona_prime_set
194,2020-07-25,79.7,22,2.5,▲,50.0,3.2,-6.0,4373.0,primed_continuity
67,2020-07-25,33.9,26,1.0,▲,21.0,3.0,5.0,3361.0,fragor_prime_set
110,2020-07-25,40.3,18,1.0,▲,3.0,2.5,7.0,2463.0,secura_penta
80,2020-07-25,39.6,14,0.8,▲,-10.0,2.1,-6.0,3992.0,silva_and_aegis_prime_set
