,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
14,2020-07-25,150.1,55,-0.1,▼,39.0,-0.1,-22.0,15894.0,saryn_prime_set
377,2020-07-25,45.8,19,0.4,▲,21.0,0.9,-17.0,2449.0,primed_reach
8,2020-07-25,39.6,51,-0.5,▼,-16.0,-1.2,-16.0,16960.0,chroma_prime_set
6,2020-07-25,69.5,31,0.1,▲,33.0,0.1,-14.0,11943.0,limbo_prime_set
5,2020-07-25,164.6,35,-1.3,▼,31.0,-0.8,-13.0,8149.0,ember_prime_set
18,2020-07-25,144.2,48,0.9,▲,65.0,0.6,-11.0,8790.0,ash_prime_set
27,2020-07-25,111.6,260,-2.9,▼,-3.0,-2.5,-9.0,5765.0,inaros_prime_set
13,2020-07-25,59.7,58,0.1,▲,18.0,0.2,-9.0,11822.0,nova_prime_set
3,2020-07-25,158.1,44,-0.8,▼,11.0,-0.5,-7.0,11723.0,rhino_prime_set
80,2020-07-25,39.6,14,0.8,▲,-10.0,2.1,-6.0,3992.0,silva_and_aegis_prime_set
