,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
79,2020-02-03,100.3,10,-3.2,▼,7.0,-3.1,-2.0,187.0,venka_prime_set
69,2020-02-03,74.5,10,-2.4,▼,6.0,-3.1,1.0,197.0,nami_skyla_prime_set
37,2020-02-03,37.4,11,-1.0,▼,7.0,-2.6,0.0,228.0,sybaris_prime_set
19,2020-02-03,50.6,103,-0.9,▼,-7.0,-1.7,-6.0,1767.0,wukong_prime_set
77,2020-02-03,92.5,15,-1.5,▼,0.0,-1.6,-1.0,284.0,tekko_prime_set
78,2020-02-03,41.8,15,-0.5,▼,5.0,-1.2,2.0,279.0,tipedo_prime_set
14,2020-02-03,59.1,51,-0.7,▼,10.0,-1.2,-6.0,950.0,mirage_prime_set
73,2020-02-03,90.0,23,-1.0,▼,6.0,-1.1,-7.0,504.0,reaper_prime_set
46,2020-02-03,148.4,32,-1.6,▼,-8.0,-1.1,-17.0,722.0,aksomati_prime_set
17,2020-02-03,59.0,56,-0.6,▼,-10.0,-1.0,12.0,861.0,ash_prime_set
