,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
88,2021-01-10,71.1,20,-2.2,▼,35.0,-3.0,9.0,4265.0,scindo_prime_set
79,2021-01-10,38.1,24,-0.7,▼,38.0,-1.8,5.0,12092.0,gram_prime_set
52,2021-01-10,44.3,10,-0.8,▼,11.0,-1.8,-8.0,7718.0,tigris_prime_set
69,2021-01-10,149.0,10,-2.8,▼,33.0,-1.8,1.0,3059.0,spira_prime_set
136,2021-01-10,33.2,11,-0.5,▼,12.0,-1.5,-1.0,4090.0,sancti_tigris
229,2021-01-10,44.5,30,-0.7,▼,4.0,-1.5,5.0,4640.0,critical_focus
34,2021-01-10,56.1,59,-0.8,▼,-23.0,-1.4,-4.0,6756.0,guandao_prime_set
106,2021-01-10,47.1,28,-0.6,▼,-38.0,-1.3,11.0,7751.0,panthera_prime_set
33,2021-01-10,37.3,14,-0.5,▼,-84.0,-1.3,-1.0,13378.0,baza_prime_set
41,2021-01-10,81.7,14,-1.1,▼,35.0,-1.3,1.0,4483.0,boltor_prime_set
