,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,268,2020-09-17,67.1,33,1.5,▲,77.0,2.3,-16.0,7355.0,primed_continuity
1,306,2020-09-17,53.4,113,0.9,▲,71.0,1.7,29.0,34259.0,arcane_energize
2,78,2020-09-17,170.9,53,0.0,-,63.0,0.0,2.0,10239.0,kronen_prime_set
3,0,2020-09-17,352.3,25,0.4,▲,62.0,0.1,-11.0,7448.0,loki_prime_set
4,22,2020-09-17,139.4,46,0.0,-,56.0,0.0,9.0,11681.0,ash_prime_set
5,68,2020-09-17,93.6,12,0.5,▲,55.0,0.5,7.0,1977.0,ankyros_prime_set
6,269,2020-09-17,66.5,30,0.7,▲,54.0,1.1,-3.0,4881.0,primed_flow
7,447,2020-09-17,100.5,12,1.9,▲,48.0,1.9,-14.0,2966.0,primed_fever_strike
8,102,2020-09-17,59.4,18,2.5,▲,47.0,4.4,-1.0,5802.0,imperator_vandal_set
9,80,2020-09-17,92.3,32,0.6,▲,46.0,0.7,-21.0,8837.0,nikana_prime_set
