,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
11,2020-09-23,39.8,102,0.0,-,-72.0,0.0,30.0,34917.0,ivara_prime_set
32,2020-09-23,49.7,23,-0.3,▼,-59.0,-0.6,-5.0,10845.0,baza_prime_set
24,2020-09-23,31.0,128,0.5,▲,-43.0,1.6,-2.0,29755.0,wukong_prime_set
56,2020-09-23,75.8,29,0.7,▲,-43.0,0.9,11.0,8437.0,aksomati_prime_set
15,2020-09-23,34.4,88,0.9,▲,-38.0,2.7,25.0,15562.0,trinity_prime_set
31,2020-09-23,66.4,134,-0.7,▼,-37.0,-1.0,16.0,18018.0,inaros_prime_set
103,2020-09-23,50.1,31,-0.5,▼,-36.0,-1.0,5.0,5017.0,panthera_prime_set
30,2020-09-23,33.7,87,0.2,▲,-33.0,0.6,-6.0,23330.0,atlas_prime_set
5,2020-09-23,40.0,71,-0.5,▼,-33.0,-1.2,-12.0,11488.0,titania_prime_set
71,2020-09-23,57.3,16,0.1,▲,-29.0,0.2,0.0,3837.0,dual_kamas_prime_set
