,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-06-02,51.9,126,-0.1,▼,-45.0,-0.2,-30.0,20497.0,ivara_prime_set
19,2020-06-02,35.5,116,0.0,-,-38.0,0.0,34.0,15279.0,wukong_prime_set
3,2020-06-02,38.4,79,0.0,-,-22.0,0.0,-13.0,14833.0,mesa_prime_set
7,2020-06-02,36.1,67,-0.5,▼,-11.0,-1.4,-6.0,12007.0,chroma_prime_set
1,2020-06-02,34.9,90,0.0,-,-14.0,0.0,1.0,11820.0,equinox_prime_set
13,2020-06-02,149.0,109,0.3,▲,38.0,0.2,61.0,11777.0,saryn_prime_set
23,2020-06-02,89.8,87,-0.3,▼,-37.0,-0.3,23.0,10715.0,nekros_prime_set
5,2020-06-02,70.0,51,0.7,▲,31.0,1.0,5.0,9470.0,limbo_prime_set
14,2020-06-02,75.5,51,1.7,▲,36.0,2.3,12.0,9221.0,mirage_prime_set
2,2020-06-02,160.9,64,-1.0,▼,15.0,-0.6,23.0,8995.0,rhino_prime_set
