,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
136,136,2020-05-28,295.4,37,1.5,▲,26.0,0.5,17.0,4199.0,loki_prime_set
136,136,2020-05-28,34.7,111,0.0,-,-15.0,0.0,25.0,11377.0,equinox_prime_set
136,136,2020-05-28,160.1,69,1.2,▲,13.0,0.8,25.0,8709.0,rhino_prime_set
136,136,2020-05-28,37.7,83,0.7,▲,-23.0,1.9,-19.0,14351.0,mesa_prime_set
136,136,2020-05-28,159.0,76,1.0,▲,30.0,0.6,44.0,5837.0,ember_prime_set
136,136,2020-05-28,69.2,45,1.0,▲,29.0,1.5,-8.0,9237.0,limbo_prime_set
136,136,2020-05-28,54.1,114,1.3,▲,-43.0,2.5,-4.0,19875.0,ivara_prime_set
136,136,2020-05-28,35.7,87,0.8,▲,-14.0,2.3,-5.0,11547.0,chroma_prime_set
136,136,2020-05-28,93.3,36,0.0,-,14.0,0.0,12.0,4201.0,nyx_prime_set
136,136,2020-05-28,175.1,27,1.2,▲,30.0,0.7,-8.0,4846.0,frost_prime_set
136,136,2020-05-28,75.9,66,-1.8,▼,9.0,-2.3,6.0,7367.0,trinity_prime_set
136,136,2020-05-28,93.4,51,0.6,▲,8.0,0.6,-3.0,7303.0,hydroid_prime_set
136,136,2020-05-28,105.3,104,-3.5,▼,34.0,-3.2,-8.0,7720.0,nova_prime_set
136,136,2020-05-28,148.2,61,0.2,▲,36.0,0.1,1.0,11352.0,saryn_prime_set
136,136,2020-05-28,72.2,65,0.5,▲,34.0,0.7,-10.0,8882.0,mirage_prime_set
136,136,2020-05-28,94.0,53,0.0,-,28.0,0.0,4.0,6203.0,valkyr_prime_set
136,136,2020-05-28,123.3,31,1.1,▲,13.0,0.9,-3.0,5081.0,mag_prime_set
136,136,2020-05-28,116.5,41,0.4,▲,39.0,0.3,2.0,6201.0,ash_prime_set
136,136,2020-05-28,59.3,24,-1.0,▼,35.0,-1.7,-21.0,4934.0,zephyr_prime_set
136,136,2020-05-28,33.4,119,3.5,▲,-40.0,11.7,45.0,14702.0,wukong_prime_set
136,136,2020-05-28,165.9,39,0.8,▲,35.0,0.5,-14.0,6277.0,vauban_prime_set
136,136,2020-05-28,86.6,31,1.6,▲,15.0,1.9,-3.0,4790.0,banshee_prime_set
136,136,2020-05-28,49.5,20,0.3,▲,-15.0,0.6,-25.0,5731.0,oberon_prime_set
136,136,2020-05-28,91.0,97,0.3,▲,-35.0,0.3,-6.0,10330.0,nekros_prime_set
136,136,2020-05-28,191.3,44,0.6,▲,26.0,0.3,-8.0,7751.0,volt_prime_set
136,136,2020-05-28,29.8,67,0.0,-,-25.0,0.0,-10.0,13046.0,atlas_prime_set
136,136,2020-05-28,52.3,45,-1.0,▼,-39.0,-1.9,14.0,6224.0,baza_prime_set
136,136,2020-05-28,68.1,26,0.8,▲,7.0,1.2,17.0,1708.0,boar_prime_set
136,136,2020-05-28,48.3,11,-0.1,▼,-5.0,-0.2,7.0,1703.0,boltor_prime_set
136,136,2020-05-28,8.1,6,0.3,▲,4.0,3.8,-8.0,2898.0,braton_prime_set
136,136,2020-05-28,8.4,11,0.0,-,5.0,0.0,0.0,1525.0,burston_prime_set
136,136,2020-05-28,51.3,18,1.0,▲,11.0,2.0,3.0,1919.0,cernos_prime_set
136,136,2020-05-28,55.3,9,2.0,▲,5.0,3.8,-6.0,1702.0,latron_prime_set
136,136,2020-05-28,10.6,23,0.1,▲,-5.0,1.0,1.0,2595.0,paris_prime_set
136,136,2020-05-28,24.5,69,0.2,▲,8.0,0.8,24.0,7419.0,rubico_prime_set
136,136,2020-05-28,75.1,34,-1.1,▼,7.0,-1.4,-5.0,3097.0,soma_prime_set
136,136,2020-05-28,14.3,15,-1.3,▼,-9.0,-8.3,-7.0,3124.0,stradavar_prime_set
136,136,2020-05-28,24.4,8,0.6,▲,-12.0,2.5,-7.0,2110.0,sybaris_prime_set
136,136,2020-05-28,39.6,16,-0.4,▼,13.0,-1.0,-2.0,2460.0,tiberon_prime_set
136,136,2020-05-28,27.4,24,0.1,▲,-13.0,0.4,4.0,3316.0,tigris_prime_set
136,136,2020-05-28,82.9,18,0.0,-,8.0,0.0,9.0,2629.0,vectis_prime_set
136,136,2020-05-28,24.0,23,0.0,-,-10.0,0.0,12.0,3270.0,zhuge_prime_set
136,136,2020-05-28,51.5,15,1.5,▲,17.0,3.0,4.0,1785.0,akbolto_prime_set
134,134,2020-05-28,14.0,5,-0.4,▼,2.0,-2.8,-3.0,678.0,akbronco_prime_set
136,136,2020-05-28,34.8,26,0.5,▲,-5.0,1.5,3.0,3094.0,akjagara_prime_set
135,135,2020-05-28,41.6,18,-1.4,▼,1.0,-3.3,7.0,1377.0,aklex_prime_set
136,136,2020-05-28,85.2,28,0.5,▲,-36.0,0.6,2.0,4765.0,aksomati_prime_set
136,136,2020-05-28,88.4,9,-1.6,▼,9.0,-1.8,-4.0,2033.0,akstiletto_prime_set
136,136,2020-05-28,115.5,14,1.5,▲,10.0,1.3,5.0,1110.0,akvasto_prime_set
136,136,2020-05-28,35.4,19,-0.4,▼,11.0,-1.1,0.0,1982.0,ballistica_prime_set
136,136,2020-05-28,12.9,28,-0.4,▼,-2.0,-3.0,3.0,2338.0,bronco_prime_set
136,136,2020-05-28,67.9,11,-0.2,▼,17.0,-0.3,2.0,2100.0,euphona_prime_set
136,136,2020-05-28,58.1,11,0.5,▲,0.0,0.9,-3.0,1562.0,hikou_prime_set
136,136,2020-05-28,8.6,24,0.0,-,-11.0,0.0,-6.0,3233.0,lex_prime_set
136,136,2020-05-28,29.6,35,0.0,-,23.0,0.0,4.0,4951.0,pyrana_prime_set
136,136,2020-05-28,60.5,12,0.3,▲,16.0,0.5,-3.0,1360.0,sicarus_prime_set
