,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
19,2020-05-28,33.4,119,3.5,▲,-40.0,11.7,45.0,14702.0,wukong_prime_set
4,2020-05-28,159.0,76,1.0,▲,30.0,0.6,44.0,5837.0,ember_prime_set
2,2020-05-28,160.1,69,1.2,▲,13.0,0.8,25.0,8709.0,rhino_prime_set
1,2020-05-28,34.7,111,0.0,-,-15.0,0.0,25.0,11377.0,equinox_prime_set
248,2020-05-28,117.4,28,1.4,▲,3.0,1.2,19.0,646.0,argon_scope
0,2020-05-28,295.4,37,1.5,▲,26.0,0.5,17.0,4199.0,loki_prime_set
27,2020-05-28,68.1,26,0.8,▲,7.0,1.2,17.0,1708.0,boar_prime_set
251,2020-05-28,,18,,▲,3.0,,17.0,20.0,continuous_misery
57,2020-05-28,56.0,37,-1.4,▼,0.0,-2.4,15.0,2737.0,vasto_prime_set
26,2020-05-28,52.3,45,-1.0,▼,-39.0,-1.9,14.0,6224.0,baza_prime_set
