,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
37,2020-11-02,124.9,106,-13.9,▼,2.0,-10.0,-33.0,983.0,zakti_prime_set
34,2020-11-02,117.9,165,-10.9,▼,2.0,-8.5,-21.0,1698.0,guandao_prime_set
5,2020-11-02,128.0,285,-11.8,▼,2.0,-8.4,-117.0,3051.0,nezha_prime_set
52,2020-11-02,45.9,11,-3.1,▼,8.0,-6.3,-13.0,6615.0,tigris_prime_set
59,2020-11-02,60.6,23,-2.3,▼,-57.0,-3.7,1.0,9286.0,aksomati_prime_set
344,2020-11-02,45.4,14,-1.7,▼,7.0,-3.6,7.0,4780.0,hammer_shot
39,2020-11-02,41.2,39,-1.5,▼,-30.0,-3.5,-3.0,6386.0,corinth_prime_set
91,2020-11-02,33.7,12,-1.2,▼,-4.0,-3.4,0.0,4764.0,tipedo_prime_set
6,2020-11-02,34.0,103,-1.2,▼,-44.0,-3.4,-14.0,14555.0,titania_prime_set
9,2020-11-02,48.8,158,-1.5,▼,-10.0,-3.0,15.0,37330.0,mesa_prime_set
