,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
327,2020-12-02,67.1,132,0.5,▲,96.0,0.8,8.0,45074.0,arcane_energize
109,2020-12-02,30.5,118,-0.2,▼,-12.0,-0.7,-35.0,13356.0,melee_riven_mod_(veiled)
5,2020-12-02,70.0,113,-1.8,▼,-22.0,-2.5,-1.0,8413.0,nezha_prime_set
328,2020-12-02,41.7,85,-0.3,▼,17.0,-0.7,45.0,28866.0,arcane_grace
32,2020-12-02,56.0,80,-0.1,▼,-57.0,-0.2,2.0,25134.0,inaros_prime_set
9,2020-12-02,51.2,77,1.2,▲,-11.0,2.4,5.0,40132.0,mesa_prime_set
6,2020-12-02,30.1,73,-0.1,▼,-51.0,-0.3,15.0,16945.0,titania_prime_set
19,2020-12-02,171.3,73,0.9,▲,57.0,0.5,7.0,26612.0,saryn_prime_set
7,2020-12-02,33.1,65,0.0,-,-31.0,0.0,10.0,27329.0,equinox_prime_set
20,2020-12-02,92.7,58,0.0,-,57.0,0.0,20.0,21290.0,mirage_prime_set
