,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-05-25,51.5,167,0.5,▲,-46.0,1.0,-13.0,19505.0,ivara_prime_set
19,2020-05-25,33.4,120,0.0,-,-40.0,0.0,9.0,14398.0,wukong_prime_set
3,2020-05-25,36.1,126,0.0,-,-26.0,0.0,-22.0,14084.0,mesa_prime_set
7,2020-05-25,34.3,107,0.0,-,-17.0,0.0,-3.0,11313.0,chroma_prime_set
13,2020-05-25,148.6,65,-0.2,▼,36.0,-0.1,1.0,11170.0,saryn_prime_set
1,2020-05-25,34.6,73,0.8,▲,-15.0,2.4,-2.0,11106.0,equinox_prime_set
23,2020-05-25,89.5,130,0.9,▲,-36.0,1.0,-17.0,9990.0,nekros_prime_set
5,2020-05-25,68.0,45,0.3,▲,27.0,0.4,-11.0,9087.0,limbo_prime_set
14,2020-05-25,72.6,64,1.0,▲,35.0,1.4,-23.0,8661.0,mirage_prime_set
2,2020-05-25,159.4,46,-0.4,▼,14.0,-0.3,-48.0,8561.0,rhino_prime_set
