,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
315,2020-10-05,63.0,121,0.0,-,86.0,0.0,-15.0,37155.0,arcane_energize
11,2020-10-05,39.8,75,0.0,-,-71.0,0.0,-5.0,36008.0,ivara_prime_set
8,2020-10-05,36.4,143,0.1,▲,-25.0,0.3,-28.0,33081.0,mesa_prime_set
24,2020-10-05,33.1,98,-0.3,▼,-39.0,-0.9,-12.0,31165.0,wukong_prime_set
316,2020-10-05,46.6,117,-0.9,▼,31.0,-1.9,51.0,24239.0,arcane_grace
30,2020-10-05,35.6,55,-0.1,▼,-27.0,-0.3,-26.0,24143.0,atlas_prime_set
12,2020-10-05,67.5,56,0.5,▲,20.0,0.7,-5.0,22974.0,chroma_prime_set
18,2020-10-05,171.7,88,0.6,▲,54.0,0.4,-4.0,22852.0,saryn_prime_set
6,2020-10-05,36.9,75,-0.7,▼,-23.0,-1.9,-1.0,22667.0,equinox_prime_set
28,2020-10-05,142.4,63,0.5,▲,12.0,0.4,-2.0,19767.0,nekros_prime_set
