,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,290,2020-10-30,82.4,27,0.3,▲,95.0,0.4,-3.0,8718.0,primed_continuity
1,330,2020-10-30,67.3,151,0.0,-,94.0,0.0,-86.0,40842.0,arcane_energize
2,0,2020-10-30,449.8,18,2.1,▲,93.0,0.5,-6.0,8432.0,loki_prime_set
3,81,2020-10-30,187.9,44,0.6,▲,71.0,0.3,-14.0,12158.0,kronen_prime_set
4,291,2020-10-30,82.5,29,0.0,-,68.0,0.0,5.0,6069.0,primed_flow
5,23,2020-10-30,148.8,25,1.3,▲,66.0,0.9,-11.0,13194.0,ash_prime_set
6,20,2020-10-30,98.9,64,0.3,▲,66.0,0.3,0.0,19471.0,mirage_prime_set
7,71,2020-10-30,103.9,11,2.0,▲,62.0,2.0,-10.0,2303.0,ankyros_prime_set
8,463,2020-10-30,42.2,20,0.5,▲,61.0,1.2,6.0,3933.0,primed_fever_strike
9,83,2020-10-30,101.0,38,3.5,▲,55.0,3.6,7.0,10315.0,nikana_prime_set
