,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
86,2020-10-30,30.4,33,-1.3,▼,-12.0,-4.1,-5.0,9254.0,reaper_prime_set
73,2020-10-30,36.8,18,-1.4,▼,28.0,-3.7,-12.0,5792.0,destreza_prime_set
388,2020-10-30,57.3,11,-2.0,▼,35.0,-3.4,2.0,2767.0,primed_point_blank
389,2020-10-30,30.4,11,-0.9,▼,-21.0,-2.9,5.0,1484.0,primed_ravage
6,2020-10-30,36.9,127,-1.0,▼,-41.0,-2.6,33.0,14226.0,titania_prime_set
171,2020-10-30,33.9,12,-0.9,▼,3.0,-2.6,-15.0,8158.0,growing_power
517,2020-10-30,38.2,28,-0.9,▼,6.0,-2.3,-8.0,4475.0,tempo_royale
7,2020-10-30,37.1,92,-0.7,▼,-23.0,-1.9,2.0,24229.0,equinox_prime_set
359,2020-10-30,52.3,17,-1.0,▼,18.0,-1.9,2.0,5376.0,high_voltage
356,2020-10-30,47.3,10,-0.9,▼,8.0,-1.9,-11.0,4753.0,hammer_shot
