,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
5,2021-01-02,69.0,170,-1.3,▼,-23.0,-1.8,102.0,12241.0,nezha_prime_set
7,2021-01-02,32.0,126,2.0,▲,-33.0,6.7,42.0,29864.0,equinox_prime_set
263,2021-01-02,32.6,126,-0.2,▼,-8.0,-0.6,6.0,4669.0,necramech_streamline
125,2021-01-02,102.9,104,1.6,▲,-1.0,1.6,-4.0,4902.0,legendary_fusion_core
9,2021-01-02,56.5,104,-1.6,▼,-2.0,-2.8,11.0,42643.0,mesa_prime_set
6,2021-01-02,30.4,91,0.1,▲,-50.0,0.3,29.0,19169.0,titania_prime_set
341,2021-01-02,31.0,82,0.4,▲,12.0,1.3,-3.0,31477.0,arcane_grace
25,2021-01-02,34.9,82,-0.4,▼,-37.0,-1.1,-16.0,39339.0,wukong_prime_set
12,2021-01-02,34.7,82,-0.6,▼,-80.0,-1.7,-6.0,42404.0,ivara_prime_set
144,2021-01-02,91.4,69,-6.6,▼,23.0,-6.7,-9.0,1574.0,prisma_grakata
