,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-01-22,126.0,130,1.9,▲,-1.0,1.5,8.0,1241.0,ivara_prime_set
25,2020-01-22,52.5,68,0.6,▲,-3.0,1.2,-23.0,750.0,atlas_prime_set
19,2020-01-22,54.2,88,0.2,▲,-3.0,0.4,17.0,745.0,wukong_prime_set
1,2020-01-22,47.9,58,0.8,▲,3.0,1.7,21.0,566.0,equinox_prime_set
13,2020-01-22,119.5,77,1.0,▲,8.0,0.8,27.0,559.0,saryn_prime_set
3,2020-01-22,49.3,65,1.0,▲,0.0,2.1,32.0,548.0,mesa_prime_set
7,2020-01-22,39.8,69,0.6,▲,-1.0,1.5,21.0,473.0,chroma_prime_set
2,2020-01-22,147.5,59,0.6,▲,2.0,0.4,10.0,441.0,rhino_prime_set
5,2020-01-22,45.6,52,-0.7,▼,-1.0,-1.5,2.0,428.0,limbo_prime_set
23,2020-01-22,178.8,43,-0.6,▼,-3.0,-0.3,-4.0,418.0,nekros_prime_set
