,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
5,2020-01-22,45.6,52,-0.7,▼,-1.0,-1.5,2.0,428.0,limbo_prime_set
44,2020-01-22,37.0,13,-0.5,▼,1.0,-1.3,4.0,144.0,akjagara_prime_set
4,2020-01-22,137.5,30,-1.8,▼,5.0,-1.3,-19.0,297.0,ember_prime_set
57,2020-01-22,50.0,10,-0.5,▼,1.0,-1.0,-2.0,138.0,vasto_prime_set
74,2020-01-22,32.0,14,-0.3,▼,-1.0,-0.9,0.0,84.0,scindo_prime_set
24,2020-01-22,164.5,38,-1.3,▼,2.0,-0.8,-10.0,372.0,volt_prime_set
15,2020-01-22,72.8,19,-0.5,▼,3.0,-0.7,-8.0,251.0,valkyr_prime_set
76,2020-01-22,90.9,15,-0.5,▼,-1.0,-0.5,-2.0,124.0,tekko_prime_set
18,2020-01-22,44.5,25,-0.2,▼,2.0,-0.4,3.0,225.0,zephyr_prime_set
31,2020-01-22,34.8,15,-0.1,▼,-1.0,-0.3,9.0,86.0,cernos_prime_set
